	qseqid	sseqid	pident	length	mismatch	gapopen	qstart	qend	sstart	send	evalue	bitscore	qlen
0	A4I7P2_LEIIN/71-119	5OSG:h	100	49	0	0	1	49	17	65	6.18e-26	95.1	49
1	1cvja2	4F02:A	100	89	0	0	1	89	82	170	7.250000000000001e-59	180.0	89
2	1u2fa	6TR0:A	100	90	0	0	1	90	11	100	1.02e-60	186.0	90
3	1fjeb2	1FJE:B	100	84	0	0	1	84	92	175	1.12e-49	157.0	84
4	RBM40_HUMAN/422-497	5OBN:A	100	76	0	0	1	76	42	117	5.63e-49	153.0	76
5	TSAP1_PONAB/98-169	2DHG:A	100	72	0	0	1	72	12	83	2.5100000000000002e-49	153.0	72
6	MEL47_CAEEL/16-83	7OCX:C	100	68	0	0	1	68	10	77	1.02e-47	148.0	68
7	CWC2_YEAST/137-205	5WSG:R	100	69	0	0	1	69	137	205	3.11e-42	140.0	69
8	2u2fa	6TR0:A	100	85	0	0	1	85	121	205	6.95e-55	171.0	85
9	1fxla2	1FXL:A	100	82	0	0	1	82	1	82	5.15e-53	165.0	82
10	RBY1D_HUMAN/10-79	2FY1:A	100	70	0	0	1	70	10	79	9.79e-45	141.0	70
11	1cvja1	4F02:A	100	80	0	0	1	80	2	81	4.27e-53	165.0	80
12	A6NKZ9_HUMAN/60-85	2DH7:A	100	26	0	0	1	26	18	43	3.18e-11	54.7	26
13	Q3YMU1_DROSI/9-78	9EN7:A	100	70	0	0	1	70	5	74	8.83e-50	153.0	70
14	A6NJN8_HUMAN/1-38	2DH7:A	100	38	0	0	1	38	51	88	1.61e-22	84.0	38
15	Q7Z3D7_HUMAN/196-266	2LXI:A	100	71	0	0	1	71	4	74	1.23e-44	140.0	71
16	1fxla1	1FXL:A	100	85	0	0	1	85	83	167	7.129999999999999e-54	167.0	85
17	Q4DY32_TRYCR/159-222	5OPT:h	100	64	0	0	1	64	84	147	2.26e-38	127.0	64
18	Q4DY32_TRYCR/86-140	5OPT:h	100	55	0	0	1	55	11	65	5.820000000000001e-31	108.0	55
19	A6ZSR9_YEAS7/315-383	5D77:A	100	69	0	0	1	69	321	389	5.8e-41	140.0	69
20	B4DJM2_HUMAN/42-112	1H2U:X	100	71	0	0	1	71	39	109	1.39e-41	146.0	71
