	qseqid	sseqid	pident	length	mismatch	gapopen	qstart	qend	sstart	send	evalue	bitscore	qlen
0	B3LK18_YEAS1/94-153	6ZCE:p	100	60	0	0	1	60	23	82	2.43e-33	122.0	60
1	C8ZHA9_YEAS8/94-153	6ZCE:p	100	60	0	0	1	60	23	82	2.43e-33	122.0	60
2	C7GNQ7_YEAS2/94-153	6ZCE:p	100	60	0	0	1	60	23	82	2.43e-33	122.0	60
3	B5VSN9_YEAS6/94-153	6ZCE:p	100	60	0	0	1	60	23	82	2.43e-33	122.0	60
4	EIF3B_YEAST/94-153	6ZCE:p	100	60	0	0	1	60	23	82	2.43e-33	122.0	60
5	EIF3B_YEAS7/94-153	6ZCE:p	100	60	0	0	1	60	23	82	2.43e-33	122.0	60
6	A4D210_HUMAN/164-221	5A5U:B	100	58	0	0	1	58	34	91	7.990000000000001e-35	125.0	58
7	B4DV79_HUMAN/127-184	5A5U:B	100	58	0	0	1	58	34	91	7.990000000000001e-35	125.0	58
8	Q86UM1_HUMAN/203-260	5A5U:B	100	58	0	0	1	58	34	91	7.990000000000001e-35	125.0	58
9	C9JZG1_HUMAN/164-221	5A5U:B	100	58	0	0	1	58	34	91	7.990000000000001e-35	125.0	58
10	EIF3B_HUMAN/203-260	5A5U:B	100	58	0	0	1	58	34	91	7.990000000000001e-35	125.0	58
11	Q96G38_HUMAN/12-69	5A5U:B	100	58	0	0	1	58	34	91	7.990000000000001e-35	125.0	58
12	B4DXN6_HUMAN/50-107	5A5U:B	100	58	0	0	1	58	34	91	7.990000000000001e-35	125.0	58
13	HNRPQ_HUMAN/340-402	6KOR:A	100	63	0	0	1	63	100	162	4.61e-37	124.0	63
14	Q5ZLH7_CHICK/226-288	6KOR:A	100	63	0	0	1	63	100	162	4.61e-37	124.0	63
15	Q59GL1_HUMAN/312-374	6KOR:A	100	63	0	0	1	63	100	162	4.61e-37	124.0	63
16	B7Z645_HUMAN/242-304	6KOR:A	100	63	0	0	1	63	100	162	4.61e-37	124.0	63
17	A7E355_BOVIN/380-442	6KOR:A	100	63	0	0	1	63	100	162	4.61e-37	124.0	63
18	Q05CK9_HUMAN/376-438	6KOR:A	100	63	0	0	1	63	100	162	4.61e-37	124.0	63
19	D2HLE8_AILME/340-402	6KOR:A	100	63	0	0	1	63	100	162	4.61e-37	124.0	63
20	B2R8Z8_HUMAN/340-402	6KOR:A	100	63	0	0	1	63	100	162	4.61e-37	124.0	63
21	B2R7W4_HUMAN/343-405	2DK2:A	100	63	0	0	1	63	18	80	4.45e-37	121.0	63
22	A3KMV6_BOVIN/343-405	2DK2:A	100	63	0	0	1	63	18	80	4.45e-37	121.0	63
23	Q99KG1_MOUSE/312-374	2DK2:A	100	63	0	0	1	63	18	80	4.45e-37	121.0	63
24	B4DT28_HUMAN/204-266	2DK2:A	100	63	0	0	1	63	18	80	4.45e-37	121.0	63
25	B4DMD1_HUMAN/183-245	2DK2:A	100	63	0	0	1	63	18	80	4.45e-37	121.0	63
26	Q3U8W9_MOUSE/343-405	2DK2:A	100	63	0	0	1	63	18	80	4.45e-37	121.0	63
27	Q5R622_PONAB/343-405	2DK2:A	100	63	0	0	1	63	18	80	4.45e-37	121.0	63
28	Q811S1_RAT/343-405	2DK2:A	100	63	0	0	1	63	18	80	4.45e-37	121.0	63
29	HNRPR_HUMAN/343-405	2DK2:A	100	63	0	0	1	63	18	80	4.45e-37	121.0	63
30	Q8BL32_MOUSE/18-80	2DK2:A	100	63	0	0	1	63	18	80	4.45e-37	121.0	63
31	Q2L7G6_HUMAN/305-367	2DK2:A	100	63	0	0	1	63	18	80	4.45e-37	121.0	63
32	Q0VGD6_HUMAN/317-379	2DK2:A	100	63	0	0	1	63	18	80	4.45e-37	121.0	63
33	Q566E4_RAT/343-405	2DK2:A	100	63	0	0	1	63	18	80	4.45e-37	121.0	63
34	D2GWC0_AILME/343-405	2DK2:A	100	63	0	0	1	63	18	80	4.45e-37	121.0	63
35	B4DMB1_HUMAN/305-367	2DK2:A	100	63	0	0	1	63	18	80	4.45e-37	121.0	63
36	Q8VHM5_MOUSE/343-405	2DK2:A	100	63	0	0	1	63	18	80	4.45e-37	121.0	63
37	Q3UMT8_MOUSE/343-405	2DK2:A	100	63	0	0	1	63	18	80	4.45e-37	121.0	63
38	Q3UKV5_MOUSE/321-383	2DK2:A	100	63	0	0	1	63	18	80	4.45e-37	121.0	63
39	Q9CT37_MOUSE/312-374	2DK2:A	100	63	0	0	1	63	18	80	4.45e-37	121.0	63
40	Q3UZI0_MOUSE/315-377	2DK2:A	100	63	0	0	1	63	18	80	4.45e-37	121.0	63
41	Q6MZS5_HUMAN/323-385	2DK2:A	100	63	0	0	1	63	18	80	4.45e-37	121.0	63
42	A1CF_PONAB/233-297	2CPD:A	100	65	0	0	1	65	18	82	2.27e-40	130.0	65
43	A1CF_HUMAN/233-297	2CPD:A	100	65	0	0	1	65	18	82	2.27e-40	130.0	65
44	C9JGD3_HUMAN/216-280	2CPD:A	100	65	0	0	1	65	18	82	2.27e-40	130.0	65
45	B4E1E3_HUMAN/226-290	2CPD:A	100	65	0	0	1	65	18	82	2.27e-40	130.0	65
46	C7GS45_YEAS2/221-290	6R5K:H	100	70	0	0	1	70	187	256	3.07e-41	140.0	70
47	D3DM73_YEAST/221-290	6R5K:H	100	70	0	0	1	70	187	256	3.07e-41	140.0	70
48	A6ZRC1_YEAS7/221-290	6R5K:H	100	70	0	0	1	70	187	256	3.07e-41	140.0	70
49	B5VHU1_YEAS6/221-290	6R5K:H	100	70	0	0	1	70	187	256	3.07e-41	140.0	70
50	C8Z7I7_YEAS8/221-290	6R5K:H	100	70	0	0	1	70	187	256	3.07e-41	140.0	70
51	PABP_YEAST/221-290	6R5K:H	100	70	0	0	1	70	187	256	3.07e-41	140.0	70
52	B1AXT0_MOUSE/78-98	2RS8:A	100	21	0	0	1	21	18	38	2.3e-08	47.0	21
53	B1AXT0_MOUSE/78-98	2CPJ:A	100	21	0	0	1	21	18	38	2.3e-08	47.0	21
54	B1AXT0_MOUSE/78-98	7PU5:I	100	21	0	0	1	21	11	31	1.08e-07	47.0	21
55	B1AXT0_MOUSE/78-98	7PU5:K	100	21	0	0	1	21	11	31	1.08e-07	47.0	21
56	B1AXT0_MOUSE/78-98	3SDE:B	100	21	0	0	1	21	11	31	1.08e-07	47.0	21
57	B1AXT0_MOUSE/78-98	7PU5:E	100	21	0	0	1	21	9	29	1.08e-07	47.0	21
58	B1AXT0_MOUSE/78-98	7PU5:G	100	21	0	0	1	21	9	29	1.08e-07	47.0	21
59	B1AXT0_MOUSE/78-98	6WMZ:B	100	21	0	0	1	21	9	29	1.08e-07	47.0	21
60	B1AXT0_MOUSE/78-98	7PU5:A	100	21	0	0	1	21	11	31	1.09e-07	47.0	21
61	B1AXT0_MOUSE/78-98	7PU5:C	100	21	0	0	1	21	11	31	1.09e-07	47.0	21
62	B1AXT0_MOUSE/78-98	7LRQ:B	100	21	0	0	1	21	21	41	1.12e-07	47.0	21
63	B1AXT0_MOUSE/78-98	6WMZ:D	100	21	0	0	1	21	23	43	1.12e-07	47.0	21
64	B1AXT0_MOUSE/78-98	5IFM:F	100	21	0	0	1	21	23	43	1.13e-07	47.0	21
65	B1AXT0_MOUSE/78-98	5IFM:G	100	21	0	0	1	21	24	44	1.13e-07	47.0	21
66	B1AXT0_MOUSE/78-98	5IFM:I	100	21	0	0	1	21	24	44	1.13e-07	47.0	21
67	B1AXT0_MOUSE/78-98	5IFM:L	100	21	0	0	1	21	24	44	1.13e-07	47.0	21
68	B1AXT0_MOUSE/78-98	5IFM:E	100	21	0	0	1	21	24	44	1.13e-07	47.0	21
69	B1AXT0_MOUSE/78-98	5IFM:D	100	21	0	0	1	21	25	45	1.13e-07	47.0	21
70	B1AXT0_MOUSE/78-98	5IFM:H	100	21	0	0	1	21	23	43	1.13e-07	47.0	21
71	B1AXT0_MOUSE/78-98	5IFM:B	100	21	0	0	1	21	23	43	1.14e-07	47.0	21
72	B1AXT0_MOUSE/78-98	5IFM:J	100	21	0	0	1	21	23	43	1.14e-07	47.0	21
73	B1AXT0_MOUSE/78-98	5IFM:K	100	21	0	0	1	21	23	43	1.14e-07	47.0	21
74	B1AXT0_MOUSE/78-98	5IFM:C	100	21	0	0	1	21	24	44	1.19e-07	47.0	21
75	B1AXT0_MOUSE/78-98	5IFM:A	100	21	0	0	1	21	24	44	1.19e-07	47.0	21
76	Q5SZ64_HUMAN/1-42	7VPX:4	100	42	0	0	1	42	34	75	1.98e-24	90.9	42
77	B3KUJ0_HUMAN/15-85	7VPX:4	100	71	0	0	1	71	5	75	3.13e-47	150.0	71
78	Q6P872_XENTR/15-85	7VPX:4	100	71	0	0	1	71	5	75	3.13e-47	150.0	71
79	SF3B4_MOUSE/15-85	7VPX:4	100	71	0	0	1	71	5	75	3.13e-47	150.0	71
80	SF3B4_RAT/15-85	7VPX:4	100	71	0	0	1	71	5	75	3.13e-47	150.0	71
81	Q6AZR0_XENLA/15-85	7VPX:4	100	71	0	0	1	71	5	75	3.13e-47	150.0	71
82	Q6NWB3_DANRE/15-85	7VPX:4	100	71	0	0	1	71	5	75	3.13e-47	150.0	71
83	Q8JGT1_DANRE/15-85	7VPX:4	100	71	0	0	1	71	5	75	3.13e-47	150.0	71
84	Q7ZX30_XENLA/15-85	7VPX:4	100	71	0	0	1	71	5	75	3.13e-47	150.0	71
85	D2I4U8_AILME/15-85	7VPX:4	100	71	0	0	1	71	5	75	3.13e-47	150.0	71
86	Q3MHE6_BOVIN/9-79	7VPX:4	100	71	0	0	1	71	5	75	3.13e-47	150.0	71
87	SF3B4_HUMAN/15-85	7VPX:4	100	71	0	0	1	71	5	75	3.13e-47	150.0	71
88	Q53FG6_HUMAN/15-85	5GVQ:A	100	71	0	0	1	71	18	88	4.1099999999999995e-48	150.0	71
89	A6ZPF2_YEAS7/11-82	5LSB:F	100	72	0	0	1	72	4	75	1.69e-45	146.0	72
90	C7GNU4_YEAS2/11-82	5LSB:F	100	72	0	0	1	72	4	75	1.69e-45	146.0	72
91	B3LJY2_YEAS1/11-82	5LSB:F	100	72	0	0	1	72	4	75	1.69e-45	146.0	72
92	B5VSJ3_YEAS6/11-82	5LSB:F	100	72	0	0	1	72	4	75	1.69e-45	146.0	72
93	HSH49_YEAST/11-82	5LSB:F	100	72	0	0	1	72	4	75	1.69e-45	146.0	72
94	C8ZH70_YEAS8/11-82	5LSB:F	100	72	0	0	1	72	4	75	1.69e-45	146.0	72
95	Q3SZP6_BOVIN/12-81	2YWK:A	100	70	0	0	1	70	8	77	1.4199999999999998e-46	145.0	70
96	RBM11_HUMAN/12-81	2YWK:A	100	70	0	0	1	70	8	77	1.4199999999999998e-46	145.0	70
97	Q5R575_PONAB/9-78	2M8H:A	100	70	0	0	1	70	19	88	6.77e-46	144.0	70
98	RBM7_HUMAN/12-81	2M8H:A	100	70	0	0	1	70	19	88	6.77e-46	144.0	70
99	Q59EQ8_HUMAN/18-87	2M8H:A	100	70	0	0	1	70	19	88	6.77e-46	144.0	70
100	Q0VGM7_HUMAN/38-108	7DVQ:Y	100	71	0	0	1	71	38	108	2.45e-47	149.0	71
101	D2H9U5_AILME/47-117	7DVQ:Y	100	71	0	0	1	71	38	108	2.45e-47	149.0	71
102	Q05DU0_HUMAN/38-108	7DVQ:Y	100	71	0	0	1	71	38	108	2.45e-47	149.0	71
103	Q9Y6G0_HUMAN/38-108	7DVQ:Y	100	71	0	0	1	71	38	108	2.45e-47	149.0	71
104	RBMX2_HUMAN/38-108	7DVQ:Y	100	71	0	0	1	71	38	108	2.45e-47	149.0	71
105	IST3_YEAST/33-103	5ZWO:X	100	71	0	0	1	71	32	102	1.62e-45	144.0	71
106	B3LTK4_YEAS1/33-103	5ZWO:X	100	71	0	0	1	71	32	102	1.62e-45	144.0	71
107	A6ZVS3_YEAS7/33-103	5ZWO:X	100	71	0	0	1	71	32	102	1.62e-45	144.0	71
108	C8ZAQ4_YEAS8/33-103	5ZWO:X	100	71	0	0	1	71	32	102	1.62e-45	144.0	71
109	C7GJG7_YEAS2/33-103	5ZWO:X	100	71	0	0	1	71	32	102	1.62e-45	144.0	71
110	PTBP2_HUMAN/340-406	2MJU:A	100	67	0	0	1	67	16	82	1.77e-40	134.0	67
111	B4DSU5_HUMAN/348-414	2MJU:A	100	67	0	0	1	67	16	82	1.77e-40	134.0	67
112	PTBP2_MOUSE/340-406	2MJU:A	100	67	0	0	1	67	16	82	1.77e-40	134.0	67
113	B4DSI2_HUMAN/12-78	2MJU:A	100	67	0	0	1	67	16	82	1.77e-40	134.0	67
114	PTBP2_RAT/340-406	2MJU:A	100	67	0	0	1	67	16	82	1.77e-40	134.0	67
115	B4DSS8_HUMAN/356-422	2MJU:A	100	67	0	0	1	67	16	82	1.77e-40	134.0	67
116	D2H0Y3_AILME/309-375	2MJU:A	100	67	0	0	1	67	16	82	1.77e-40	134.0	67
117	O95652_HUMAN/43-92	2MJU:A	100	50	0	0	1	50	16	65	6.440000000000001e-27	98.6	50
118	Q9BUQ0_HUMAN/365-431	2ADC:A	100	67	0	0	1	67	16	82	3.18e-41	135.0	67
119	PTBP1_HUMAN/339-405	2ADC:A	100	67	0	0	1	67	16	82	3.18e-41	135.0	67
120	Q2PFW8_MACFA/9-77	5O2V:A	100	69	0	0	1	69	9	77	8.540000000000001e-47	146.0	69
121	Q59G98_HUMAN/47-115	5O2V:A	100	69	0	0	1	69	9	77	8.540000000000001e-47	146.0	69
122	B4E0E5_HUMAN/9-77	5O2V:A	100	69	0	0	1	69	9	77	8.540000000000001e-47	146.0	69
123	D4A6U8_RAT/5-73	5O2V:A	100	69	0	0	1	69	9	77	8.540000000000001e-47	146.0	69
124	TIA1_HUMAN/9-77	5O2V:A	100	69	0	0	1	69	9	77	8.540000000000001e-47	146.0	69
125	Q5PQR7_RAT/9-77	5O2V:A	100	69	0	0	1	69	9	77	8.540000000000001e-47	146.0	69
126	Q564E7_MOUSE/9-77	5O2V:A	100	69	0	0	1	69	9	77	8.540000000000001e-47	146.0	69
127	C9JH73_HUMAN/9-77	5O2V:A	100	69	0	0	1	69	9	77	8.540000000000001e-47	146.0	69
128	D4A7H4_RAT/5-73	5O2V:A	100	69	0	0	1	69	9	77	8.540000000000001e-47	146.0	69
129	Q8CII5_MOUSE/9-77	5O2V:A	100	69	0	0	1	69	9	77	8.540000000000001e-47	146.0	69
130	D3YY02_MOUSE/9-77	5O2V:A	100	69	0	0	1	69	9	77	8.540000000000001e-47	146.0	69
131	Q96B58_HUMAN/9-77	5O2V:A	100	69	0	0	1	69	9	77	8.540000000000001e-47	146.0	69
132	Q2PFU0_MACFA/9-77	5O2V:A	100	69	0	0	1	69	9	77	8.540000000000001e-47	146.0	69
133	TIA1_MOUSE/9-77	5O2V:A	100	69	0	0	1	69	9	77	8.540000000000001e-47	146.0	69
134	D3Z4H6_MOUSE/9-77	5O2V:A	100	69	0	0	1	69	9	77	8.540000000000001e-47	146.0	69
135	C9JTN7_HUMAN/9-77	5O2V:A	100	69	0	0	1	69	9	77	8.540000000000001e-47	146.0	69
136	Q8BT02_MOUSE/1-60	5O2V:A	100	60	0	0	1	60	18	77	6.07e-40	128.0	60
137	A1A4R7_BOVIN/1-47	2CQI:A	100	47	0	0	1	47	40	86	2.74e-30	103.0	47
138	O15187_HUMAN/1-40	2CQI:A	100	40	0	0	1	40	47	86	2.8999999999999996e-23	85.9	40
139	A6NKZ9_HUMAN/1-40	2CQI:A	100	40	0	0	1	40	47	86	2.8999999999999996e-23	85.9	40
140	A8K5C4_HUMAN/11-79	2CQI:A	100	69	0	0	1	69	18	86	4.86e-46	144.0	69
141	Q2TSD2_HUMAN/11-79	2CQI:A	100	69	0	0	1	69	18	86	4.86e-46	144.0	69
142	TIAR_HUMAN/11-79	2CQI:A	100	69	0	0	1	69	18	86	4.86e-46	144.0	69
143	Q921W2_MOUSE/11-79	2CQI:A	100	69	0	0	1	69	18	86	4.86e-46	144.0	69
144	RBM45_HUMAN/399-458	8WQ3:D	100	60	0	0	1	60	31	90	1.24e-38	125.0	60
145	Q5RDL0_PONAB/397-456	8WQ3:D	100	60	0	0	1	60	31	90	1.24e-38	125.0	60
146	A6ZZ27_YEAS7/127-189	7QDE:B	100	63	0	0	1	63	14	76	5.51e-38	126.0	63
147	B3LFM6_YEAS1/127-189	7QDE:B	100	63	0	0	1	63	14	76	5.51e-38	126.0	63
148	C7GTN7_YEAS2/122-184	7QDE:B	100	63	0	0	1	63	14	76	5.51e-38	126.0	63
149	NOP3_YEAST/127-189	7QDE:B	100	63	0	0	1	63	14	76	5.51e-38	126.0	63
150	C8Z5Z3_YEAS8/127-189	7QDE:B	100	63	0	0	1	63	14	76	5.51e-38	126.0	63
151	B5VGW4_YEAS6/35-97	7QDE:B	100	63	0	0	1	63	14	76	5.51e-38	126.0	63
152	SART3_HUMAN/803-872	2DO4:A	100	70	0	0	1	70	20	89	1.09e-44	141.0	70
153	B4DYA2_HUMAN/367-436	2DO4:A	100	70	0	0	1	70	20	89	1.09e-44	141.0	70
154	B7ZKM0_HUMAN/767-836	2DO4:A	100	70	0	0	1	70	20	89	1.09e-44	141.0	70
155	Q8R2W6_MOUSE/77-146	1X4H:A	100	70	0	0	1	70	18	87	8.82e-44	139.0	70
156	CPSF7_HUMAN/84-156	3N9U:C	100	73	0	0	1	73	3	75	5.65e-47	147.0	73
157	CPSF7_RAT/84-156	3N9U:C	100	73	0	0	1	73	3	75	5.65e-47	147.0	73
158	Q3T0B3_BOVIN/84-156	3N9U:C	100	73	0	0	1	73	3	75	5.65e-47	147.0	73
159	B4DGF8_HUMAN/84-156	3N9U:C	100	73	0	0	1	73	3	75	5.65e-47	147.0	73
160	D2HUE9_AILME/66-138	3N9U:C	100	73	0	0	1	73	3	75	5.65e-47	147.0	73
161	CPSF7_MOUSE/84-156	3N9U:C	100	73	0	0	1	73	3	75	5.65e-47	147.0	73
162	C9J323_HUMAN/84-146	3N9U:C	100	63	0	0	1	63	3	65	2.23e-39	127.0	63
163	C9J286_HUMAN/84-144	3N9U:C	100	61	0	0	1	61	3	63	1.38e-37	122.0	61
164	CPSF6_CHICK/83-154	3Q2S:C	100	72	0	0	1	72	3	74	2.09e-48	150.0	72
165	D2HIV5_AILME/65-136	3Q2S:C	100	72	0	0	1	72	3	74	2.09e-48	150.0	72
166	D3K5M7_PIG/83-154	3Q2S:C	100	72	0	0	1	72	3	74	2.09e-48	150.0	72
167	CPSF6_BOVIN/83-154	3Q2S:C	100	72	0	0	1	72	3	74	2.09e-48	150.0	72
168	C9JGC2_HUMAN/83-154	3Q2S:C	100	72	0	0	1	72	3	74	2.09e-48	150.0	72
169	CPSF6_HUMAN/83-154	3Q2S:C	100	72	0	0	1	72	3	74	2.09e-48	150.0	72
170	D3ZPL1_RAT/83-154	3Q2S:C	100	72	0	0	1	72	3	74	2.09e-48	150.0	72
171	RRP2_SPIOL/186-256	5X8R:v	100	71	0	0	1	71	116	186	4.57e-41	135.0	71
172	RBM38_HUMAN/36-104	2CQD:A	100	69	0	0	1	69	20	88	2.52e-46	145.0	69
173	O45189_CAEEL/37-105	2MGZ:B	100	69	0	0	1	69	19	87	4.42e-47	147.0	69
174	B3KM00_CAEEL/37-105	2MGZ:B	100	69	0	0	1	69	19	87	4.42e-47	147.0	69
175	RBY1D_HUMAN/10-79	2FY1:A	100	70	0	0	1	70	10	79	9.79e-45	141.0	70
176	RBY1E_HUMAN/10-79	2FY1:A	100	70	0	0	1	70	10	79	9.79e-45	141.0	70
177	B7ZMD9_HUMAN/10-79	2FY1:A	100	70	0	0	1	70	10	79	9.79e-45	141.0	70
178	RBY1A_HUMAN/10-79	2FY1:A	100	70	0	0	1	70	10	79	9.79e-45	141.0	70
179	B9EIP3_HUMAN/10-79	2FY1:A	100	70	0	0	1	70	10	79	9.79e-45	141.0	70
180	RBY1B_HUMAN/10-79	2FY1:A	100	70	0	0	1	70	10	79	9.79e-45	141.0	70
181	B4E352_HUMAN/1-41	2MB0:B	100	41	0	0	1	41	40	80	9.91e-23	84.3	41
182	C0SSX0_9MURI/1-70	2MB0:B	100	70	0	0	1	70	11	80	7.72e-44	139.0	70
183	HNRPG_PANTR/10-80	2MB0:B	100	71	0	0	1	71	10	80	1.98e-44	140.0	71
184	Q9WV02_MOUSE/10-80	2MB0:B	100	71	0	0	1	71	10	80	1.98e-44	140.0	71
185	Q9R0Y0_MOUSE/10-80	2MB0:B	100	71	0	0	1	71	10	80	1.98e-44	140.0	71
186	A2AFI4_MOUSE/10-80	2MB0:B	100	71	0	0	1	71	10	80	1.98e-44	140.0	71
187	Q5ZKQ9_CHICK/10-80	2MB0:B	100	71	0	0	1	71	10	80	1.98e-44	140.0	71
188	Q4V898_RAT/10-80	2MB0:B	100	71	0	0	1	71	10	80	1.98e-44	140.0	71
189	D3JUI8_BOVIN/10-80	2MB0:B	100	71	0	0	1	71	10	80	1.98e-44	140.0	71
190	A2AFI3_MOUSE/10-80	2MB0:B	100	71	0	0	1	71	10	80	1.98e-44	140.0	71
191	D2HD91_AILME/10-80	2MB0:B	100	71	0	0	1	71	10	80	1.98e-44	140.0	71
