	qseqid	sseqid	pident	length	mismatch	gapopen	qstart	qend	sstart	send	evalue	bitscore	qlen
0	ADSV_HUMAN/521-590	3FG6:H	100	70	0	0	1	70	126	195	2.3999999999999997e-42	142.0	70
1	Q8NBV9_HUMAN/202-271	3FG6:H	100	70	0	0	1	70	126	195	2.3999999999999997e-42	142.0	70
2	Q75MG0_HUMAN/1-63	3FG6:H	100	63	0	0	1	63	133	195	7.48e-38	130.0	63
3	B3KS49_HUMAN/305-373	3FFN:A	100	69	0	0	1	69	525	593	3.54e-38	136.0	69
4	B7Z4U6_HUMAN/540-608	3FFN:A	100	69	0	0	1	69	525	593	3.54e-38	136.0	69
5	Q5T0I2_HUMAN/574-642	3FFN:A	100	69	0	0	1	69	525	593	3.54e-38	136.0	69
6	B7Z373_HUMAN/534-602	3FFN:A	100	69	0	0	1	69	525	593	3.54e-38	136.0	69
7	B7Z9A0_HUMAN/547-615	3FFN:A	100	69	0	0	1	69	525	593	3.54e-38	136.0	69
8	Q5T0H9_HUMAN/305-373	3FFN:A	100	69	0	0	1	69	525	593	3.54e-38	136.0	69
9	B7Z2X4_HUMAN/497-565	3FFN:A	100	69	0	0	1	69	525	593	3.54e-38	136.0	69
10	B7Z992_HUMAN/507-575	3FFN:A	100	69	0	0	1	69	525	593	3.54e-38	136.0	69
11	B7Z6N2_HUMAN/559-627	3FFN:A	100	69	0	0	1	69	525	593	3.54e-38	136.0	69
12	A2A418_HUMAN/523-591	3FFN:A	100	69	0	0	1	69	525	593	3.54e-38	136.0	69
13	GELS_HUMAN/574-642	3FFN:A	100	69	0	0	1	69	525	593	3.54e-38	136.0	69
14	GELS_HORSE/524-591	2FGH:B	100	68	0	0	1	68	522	589	1.47e-36	131.0	68
15	ADSV_HUMAN/146-221	5A1K:A	100	76	0	0	1	76	141	216	1.42e-48	159.0	76
16	Q69YR8_HUMAN/29-55	3FFN:A	100	27	0	0	1	27	147	173	5.8e-13	62.4	27
17	Q5T0I1_HUMAN/156-228	3FFN:A	100	73	0	0	1	73	147	219	6.9e-44	152.0	73
18	B7Z5V1_HUMAN/153-228	3FFN:A	100	76	0	0	1	76	147	222	8.89e-46	157.0	76
