	qseqid	sseqid	pident	length	mismatch	gapopen	qstart	qend	sstart	send	evalue	bitscore	qlen
0	2nllb	2NLL:B	100	78	0	0	1	78	1	78	8.960000000000001e-58	174.0	78
1	1hcp	1HCP:A	100	75	0	0	1	75	1	75	1.61e-56	170.0	75
2	1lata	1LAT:B	100	71	0	0	1	71	2	72	2.4799999999999998e-52	159.0	71
3	D3Z3H9_MOUSE/22-75	1KB6:B	100	54	0	0	1	54	2	55	8.36e-38	123.0	54
4	A8CX06_CARAU/227-268	7WNH:A	100	42	0	0	1	42	1	42	2.57e-25	96.7	42
5	A2AJP2_MOUSE/110-165	4NQA:H	100	56	0	0	1	56	7	62	1.0900000000000001e-36	127.0	56
6	Q96I02_HUMAN/1-43	8CEF:K	100	43	0	0	1	43	31	73	1.61e-25	91.3	43
7	B4Q1J3_DROYA/102-171	2HAN:A	100	70	0	0	1	70	2	71	6.32e-51	156.0	70
8	Q8MWR1_SPOFR/59-128	4UMM:A	100	70	0	0	1	70	2	71	1.81e-50	155.0	70
9	B0L961_PLUXY/1-49	4UMM:A	100	49	0	0	1	49	23	71	3.0800000000000004e-32	108.0	49
10	Q3UMU4_MOUSE/138-207	4NQA:H	100	70	0	0	1	70	7	76	3.67e-47	154.0	70
11	Q6LD74_9MURI/1-34	4NQA:H	100	34	0	0	1	34	34	67	6.78e-18	76.3	34
12	A2ICG8_MOUSE/30-99	4IQR:F	100	70	0	0	1	70	1	70	1.73e-45	150.0	70
13	A2A5I4_MOUSE/36-100	4IQR:F	100	65	0	0	1	65	1	65	5.4499999999999997e-42	140.0	65
14	Q98TV7_SALSA/49-74	6LC1:D	100	26	0	0	1	26	1	26	3.28e-15	64.3	26
15	Q98TV7_SALSA/49-74	6LC1:J	100	26	0	0	1	26	1	26	3.28e-15	64.3	26
16	Q98TV7_SALSA/49-74	1CIT:A	100	26	0	0	1	26	1	26	3.54e-15	64.3	26
17	Q3LZI5_RAT/198-267	7WNH:A	100	70	0	0	1	70	1	70	1.0400000000000001e-47	156.0	70
18	Q545Q1_MOUSE/268-337	1CIT:A	100	70	0	0	1	70	1	70	7.22e-50	154.0	70
19	Q5RBB0_PONAB/265-334	6LC1:D	100	70	0	0	1	70	1	70	2.3e-50	155.0	70
20	Q5RBB0_PONAB/265-334	6LC1:J	100	70	0	0	1	70	1	70	2.3e-50	155.0	70
21	B2D0A3_PHOSU/110-136	1HCP:A	100	27	0	0	1	27	5	31	2.73e-17	69.3	27
22	A2T780_PANTR/7-38	1HCP:A	100	32	0	0	1	32	5	36	5.28e-21	79.0	32
23	B5TZ79_HUMAN/1-61	1HCP:A	100	61	0	0	1	61	14	74	2.06e-44	139.0	61
24	ESR1_CNEUN/1-38	1HCP:A	100	38	0	0	1	38	37	74	3.04e-24	87.4	38
25	Q6QDA2_LEPOC/1-37	1HCP:A	100	37	0	0	1	37	38	74	2.3999999999999997e-23	85.1	37
26	C8CJL6_HUMAN/1-59	1HCP:A	100	59	0	0	1	59	16	74	3.1400000000000004e-43	136.0	59
27	B6ZK19_TORTR/175-244	1HCP:A	100	70	0	0	1	70	5	74	1.72e-52	160.0	70
28	ESR1_SHEEP/48-111	1HCP:A	100	64	0	0	1	64	5	68	7.209999999999999e-48	148.0	64
29	C7FFR5_HUMAN/1-46	1HCP:A	100	46	0	0	1	46	16	61	8.67e-33	109.0	46
30	B6DU70_HUMAN/1-60	1HCP:A	100	60	0	0	1	60	15	74	8.04e-44	137.0	60
31	Q1HLJ0_9AVES/1-31	1HCP:A	100	31	0	0	1	31	44	74	4.65e-17	68.9	31
32	C0LLI8_HUMAN/1-19	4AA6:E	100	19	0	0	1	19	52	70	3.7e-07	43.1	19
33	C0LLI8_HUMAN/1-19	1HCQ:B	100	19	0	0	1	19	53	71	3.78e-07	43.1	19
34	C0LLI8_HUMAN/1-19	4AA6:A	100	19	0	0	1	19	53	71	3.78e-07	43.1	19
35	C0LLI8_HUMAN/1-19	4AA6:B	100	19	0	0	1	19	53	71	3.78e-07	43.1	19
36	C0LLI8_HUMAN/1-19	4AA6:F	100	19	0	0	1	19	53	71	3.78e-07	43.1	19
37	C0LLI8_HUMAN/1-19	1HCQ:F	100	19	0	0	1	19	55	73	3.95e-07	43.1	19
38	C0LLI8_HUMAN/1-19	1HCQ:A	100	19	0	0	1	19	56	74	4.03e-07	43.1	19
39	C0LLI8_HUMAN/1-19	1HCQ:E	100	19	0	0	1	19	56	74	4.03e-07	43.1	19
40	C0LLI8_HUMAN/1-19	1HCP:A	100	19	0	0	1	19	56	74	4.12e-07	43.1	19
41	B6DU68_HUMAN/1-27	1HCP:A	100	27	0	0	1	27	48	74	1.24e-13	60.1	27
42	D0VXZ2_9SAUR/1-58	1HCP:A	100	58	0	0	1	58	17	74	3.52e-42	133.0	58
43	Q27IY4_RANPI/1-56	1HCP:A	100	56	0	0	1	56	19	74	3.12e-40	128.0	56
44	B6DU67_HUMAN/1-43	1HCP:A	100	43	0	0	1	43	16	58	2.0999999999999998e-30	103.0	43
45	Q3US92_MOUSE/1-34	8IFO:B	100	34	0	0	1	34	39	72	4.45e-19	74.3	34
46	Q64115_9MURI/1-34	1LO1:A	100	34	0	0	1	34	32	65	2.02e-19	75.5	34
47	B6ZGU4_HUMAN/101-170	8IFO:B	100	70	0	0	1	70	3	72	9.19e-49	150.0	70
48	B2RRU9_MOUSE/77-146	8CEF:K	100	70	0	0	1	70	4	73	4.7499999999999996e-48	149.0	70
49	Q812G5_MOUSE/11-80	2FF0:A	100	70	0	0	1	70	2	71	1.3e-50	156.0	70
50	NR5A2_HUMAN/84-153	5L0M:A	100	70	0	0	1	70	2	71	1.54e-50	155.0	70
51	Q2WFZ8_CHICK/84-107	2A66:A	100	24	0	0	1	24	1	24	2.48e-13	59.7	24
52	Q2WFZ8_CHICK/84-107	5L0M:A	100	24	0	0	1	24	2	25	2.54e-13	59.7	24
53	Q2WFZ8_CHICK/84-107	2FF0:A	100	24	0	0	1	24	2	25	2.92e-13	59.7	24
