	qseqid	sseqid	pident	length	mismatch	gapopen	qstart	qend	sstart	send	evalue	bitscore	qlen
0	1d2zb	1D2Z:D	100	150	0	0	1	150	1	150	1.22e-105	300.0	150
1	B4DQ72_HUMAN/44-121	3MOP:F	100	78	0	0	1	78	13	90	2e-50	156.0	78
2	1e41a	1E3Y:A	100	104	0	0	1	104	1	104	3.58e-71	209.0	104
3	D3Z6E5_MOUSE/223-306	3OQ9:E	100	84	0	0	1	84	1	84	5.42e-55	167.0	84
4	RIPK1_HUMAN/584-668	6AC5:A	100	85	0	0	1	85	11	95	3.6099999999999996e-60	181.0	85
5	Q8CJ26_MOUSE/143-222	6HJ7:A	100	80	0	0	1	80	17	96	2.42e-51	158.0	80
6	1ngr	1NGR:A	100	85	0	0	1	85	1	85	4.0000000000000004e-57	172.0	85
7	1d2za	1YGO:A	100	102	0	0	1	102	7	108	1.34e-69	206.0	102
8	1icha	1ICH:A	100	87	0	0	1	87	1	87	3.38e-59	178.0	87
9	PIDD_HUMAN/789-873	2OF5:L	100	85	0	0	1	85	13	97	6.11e-55	167.0	85
10	B3KQZ9_HUMAN/157-244	6AC0:A	100	88	0	0	1	88	20	107	1.29e-53	165.0	88
11	A8KA62_HUMAN/612-695	4O6X:B	100	84	0	0	1	84	4	87	9.729999999999999e-54	164.0	84
12	ANK1_HUMAN/1404-1487	2YQF:A	100	84	0	0	1	84	18	101	6.789999999999999e-54	165.0	84
13	UNC5B_RAT/864-942	3G5B:A	100	79	0	0	1	79	324	402	1.48e-48	160.0	79
14	UNC5B_MOUSE/864-942	1WMG:A	100	79	0	0	1	79	11	89	7.949999999999999e-52	159.0	79
15	NFKB2_HUMAN/776-851	2D96:A	100	76	0	0	1	76	18	93	2.34e-47	148.0	76
16	NFKB1_HUMAN/817-892	2DBF:A	100	76	0	0	1	76	18	93	1.0699999999999999e-48	151.0	76
17	Q3USX5_MOUSE/20-101	1WH4:A	100	82	0	0	1	82	27	108	7.58e-56	171.0	82
18	B4IC68_DROSE/43-121	1YGO:A	100	79	0	0	1	79	22	100	1.7899999999999998e-52	161.0	79
19	Q6V6J6_DROSI/1-47	1YGO:A	100	47	0	0	1	47	54	100	1.58e-28	99.8	47
20	B4E096_HUMAN/251-327	7CSQ:A	100	77	0	0	1	77	16	92	1.55e-50	156.0	77
21	Q6Y1I8_PANTR/114-196	1WXP:A	100	83	0	0	1	83	18	100	3.65e-53	163.0	83
22	Q8IY43_HUMAN/117-194	2O71:A	100	78	0	0	1	78	9	86	4.72e-53	162.0	78
23	FADD_HUMAN/98-181	2GF5:A	100	84	0	0	1	84	98	181	6.1599999999999996e-55	171.0	84
24	FADD_MOUSE/98-181	1FAD:A	100	84	0	0	1	84	10	93	2.39e-53	163.0	84
25	Q8IUB7_HUMAN/5-88	1DDF:A	100	84	0	0	1	84	15	98	6.49e-53	163.0	84
26	1fada	1FAD:A	100	95	0	0	1	95	1	95	1.0799999999999999e-61	185.0	95
27	TRADD_HUMAN/217-304	6AC0:A	100	88	0	0	1	88	20	107	1.29e-53	165.0	88
28	B3KU53_HUMAN/186-270	6AC5:A	100	85	0	0	1	85	11	95	3.6099999999999996e-60	181.0	85
29	Q5CZH9_HUMAN/1472-1555	4O6X:B	100	84	0	0	1	84	4	87	9.729999999999999e-54	164.0	84
30	B1AQT2_HUMAN/612-695	4O6X:B	100	84	0	0	1	84	4	87	9.729999999999999e-54	164.0	84
