	qseqid	sseqid	pident	length	mismatch	gapopen	qstart	qend	sstart	send	evalue	bitscore	qlen
0	D2H1U4_AILME/1520-1580	2YUK:A	100	61	0	0	1	61	27	87	5.75e-38	123.0	61
1	Q4GZG9_PANPA/1-56	6HB4:A	100	56	0	0	1	56	20	75	1.7500000000000002e-32	112.0	56
2	C9JNU3_HUMAN/80-144	1WZ6:A	100	65	0	0	1	65	8	72	2.46e-43	137.0	65
3	Q8WMM8_PIPPI/1-52	7JJK:A	100	52	0	0	1	52	11	62	3.3900000000000003e-31	105.0	52
4	2lefa	2LEF:A	100	86	0	0	1	86	1	86	8.38e-55	167.0	86
5	1nhn	1NHM:A	100	79	0	0	1	79	1	79	6.23e-47	146.0	79
6	1nhn	1NHN:A	100	79	0	0	1	79	1	79	6.23e-47	146.0	79
7	1nhn	1HSM:A	100	79	0	0	1	79	1	79	6.23e-47	146.0	79
8	1nhn	1HSN:A	100	79	0	0	1	79	1	79	6.23e-47	146.0	79
9	1hrza	2GZK:A	100	73	0	0	1	73	3	75	1.3599999999999999e-46	148.0	73
10	1hma	1HMA:A	100	73	0	0	1	73	1	73	5.78e-47	146.0	73
11	1hma	1QRV:A	100	73	0	0	1	73	1	73	5.78e-47	146.0	73
12	Q8IB14_PLAF7/24-94	2MRC:A	100	71	0	0	1	71	17	87	3e-43	137.0	71
13	Q3U1L0_MOUSE/70-138	2CRJ:A	100	69	0	0	1	69	8	76	2.0199999999999998e-45	142.0	69
14	HMGB1_CRIGR/1-44	2YRQ:A	100	44	0	0	1	44	43	86	7.279999999999999e-23	87.0	44
15	Q9NYD7_HUMAN/6-50	2YRQ:A	100	45	0	0	1	45	13	57	4.56e-27	97.8	45
16	D3ZC69_RAT/10-79	2YRQ:A	100	70	0	0	1	70	17	86	9.97e-44	141.0	70
17	D3ZJN6_RAT/7-79	2YRQ:A	100	73	0	0	1	73	14	86	1.7e-45	145.0	73
18	Q58EV5_MOUSE/6-79	2YRQ:A	100	74	0	0	1	74	13	86	7.6e-47	149.0	74
19	C7E652_MONDO/6-79	2EQZ:A	100	74	0	0	1	74	13	86	6.44e-49	151.0	74
20	TFAM_HUMAN/155-219	6HB4:A	100	65	0	0	1	65	112	176	2.84e-39	130.0	65
21	NHP6A_YEAST/21-89	1J5N:A	100	69	0	0	1	69	21	89	2e-43	137.0	69
22	HMGB3_HUMAN/93-161	2YQI:A	100	69	0	0	1	69	10	78	3.57e-46	144.0	69
23	HMGB1_PAPAN/95-163	2YRQ:A	100	69	0	0	1	69	102	170	5.819999999999999e-45	144.0	69
24	D3YZ18_MOUSE/95-125	2YRQ:A	100	31	0	0	1	31	102	132	2.9e-17	72.0	31
25	D2H018_AILME/95-157	2YRQ:A	100	63	0	0	1	63	102	164	3.2699999999999998e-40	132.0	63
26	B4QAZ5_DROSI/522-588	1WXL:A	100	67	0	0	1	67	4	70	2.07e-43	137.0	67
27	B3NN11_DROER/5-71	1QRV:B	100	67	0	0	1	67	3	69	2.29e-42	134.0	67
28	B3NN11_DROER/5-71	1HMA:A	100	67	0	0	1	67	4	70	2.4199999999999998e-42	134.0	67
29	B3NN11_DROER/5-71	1QRV:A	100	67	0	0	1	67	4	70	2.4199999999999998e-42	134.0	67
30	Q05DT2_MOUSE/1-36	2CRJ:A	100	36	0	0	1	36	41	76	1.91e-18	73.2	36
31	A6ZMD1_YEAS7/43-111	5JH0:D	100	69	0	0	1	69	45	113	1.4799999999999998e-42	138.0	69
32	B4DMF4_HUMAN/532-580	2CS1:A	100	49	0	0	1	49	8	56	2.4400000000000003e-27	96.3	49
33	Q3BDU4_HUMAN/410-477	2CS1:A	100	68	0	0	1	68	8	75	2.09e-40	130.0	68
34	A2AWT5_MOUSE/298-361	1V64:A	100	64	0	0	1	64	18	81	3.47e-41	132.0	64
35	TFAM_HUMAN/50-118	6HB4:A	100	69	0	0	1	69	7	75	6.31e-42	137.0	69
36	UBF1_MOUSE/112-180	1K99:A	100	69	0	0	1	69	11	79	4.45e-42	134.0	69
37	Q9BQR2_HUMAN/112-158	1K99:A	100	47	0	0	1	47	11	57	5.1300000000000004e-26	92.8	47
38	Q659G9_HUMAN/1-37	2LEF:A	100	37	0	0	1	37	35	71	1.26e-20	78.6	37
39	Q3UQS1_MOUSE/436-473	2E6O:A	100	38	0	0	1	38	18	55	2.84e-22	82.8	38
40	HBP1_MOUSE/436-503	2E6O:A	100	68	0	0	1	68	18	85	1.95e-44	140.0	68
41	Q3UTR1_MOUSE/436-474	2E6O:A	100	39	0	0	1	39	18	56	4.41e-24	87.4	39
42	C9J0J4_HUMAN/80-114	1WZ6:A	100	35	0	0	1	35	8	42	4.9e-19	74.3	35
43	BBX_MOUSE/80-148	1WZ6:A	100	69	0	0	1	69	8	76	3.14e-47	147.0	69
44	D4A853_RAT/200-268	7M5W:A	100	69	0	0	1	69	3	71	7.519999999999999e-48	150.0	69
45	Q29RR8_BOVIN/351-419	7JJK:A	100	69	0	0	1	69	3	71	6.56e-47	145.0	69
46	Q1X7T7_HAPBU/97-127	4S2Q:D	100	31	0	0	1	31	3	33	1.37e-16	67.8	31
47	Q80V52_MOUSE/99-138	4S2Q:D	100	40	0	0	1	40	3	42	2.4e-24	87.8	40
