qseqid	sseqid	pident	length	mismatch	gapopen	qstart	qend	sstart	send	evalue	bitscore	qlen
B5M0Y2_HUMAN/2-31	4AA6:E	100	25	0	0	6	30	46	70	5.95e-12	55.8	30
B5M0Y2_HUMAN/2-31	1HCQ:B	100	25	0	0	6	30	47	71	6.10e-12	55.8	30
B5M0Y2_HUMAN/2-31	4AA6:A	100	25	0	0	6	30	47	71	6.10e-12	55.8	30
B5M0Y2_HUMAN/2-31	4AA6:B	100	25	0	0	6	30	47	71	6.10e-12	55.8	30
B5M0Y2_HUMAN/2-31	1HCQ:F	100	25	0	0	6	30	49	73	6.40e-12	55.8	30
B5M0Y2_HUMAN/2-31	1HCQ:A	100	25	0	0	6	30	50	74	6.55e-12	55.8	30
B5M0Y2_HUMAN/2-31	1HCQ:E	100	25	0	0	6	30	50	74	6.55e-12	55.8	30
B5M0Y2_HUMAN/2-31	1HCP:A	100	25	0	0	6	30	50	74	6.71e-12	55.8	30
B0WSG2_CULQU/156-180	2EBL:A	100	21	0	0	1	21	8	28	4.90e-10	51.2	25
Q4TG33_TETNG/11-37	3M9E:F	100	24	0	0	1	24	1	24	1.49e-13	60.5	27
Q4TG33_TETNG/11-37	3M9E:B	100	24	0	0	1	24	1	24	1.56e-13	60.5	27
Q4TG33_TETNG/11-37	3M9E:A	100	24	0	0	1	24	1	24	1.63e-13	60.5	27
Q4TG33_TETNG/11-37	3M9E:E	100	24	0	0	1	24	1	24	1.67e-13	60.5	27
Q4TG33_TETNG/11-37	2NLL:B	100	24	0	0	1	24	2	25	1.71e-13	60.5	27
Q1DGS9_AEDAE/151-183	2EBL:A	100	21	0	0	1	21	8	28	1.24e-10	53.1	33
B3KY84_HUMAN/103-153	1LO1:A	100	33	0	0	1	33	5	37	8.57e-19	74.7	51
Q4RI46_TETNG/251-288	7WNH:C	100	26	0	0	3	28	2	27	2.50e-13	63.9	38
Q4RIW1_TETNG/64-90	1HRA:A	100	24	0	0	1	24	6	29	2.82e-13	59.3	27
Q4RIW1_TETNG/64-90	6XWG:D	100	24	0	0	1	24	5	28	2.82e-13	59.3	27
Q4RIW1_TETNG/64-90	1DSZ:A	100	23	0	0	2	24	1	23	1.44e-12	57.4	27
Q4RIW1_TETNG/64-90	5UAN:B	100	23	0	0	2	24	1	23	3.27e-11	57.4	27
B4MHN1_DROWI/170-192	2EBL:A	100	22	0	0	1	22	8	29	3.87e-11	53.9	23
C8CJL2_HUMAN/1-36	1HCP:A	100	31	0	0	1	31	16	46	1.81e-20	77.8	36
C9E0F0_HUMAN/1-43	1HCP:A	100	38	0	0	1	38	16	53	2.78e-26	92.8	43
C8CJL5_HUMAN/1-41	1HCP:A	100	29	0	0	1	29	18	46	1.08e-18	73.6	41
C0LJA8_HUMAN/1-59	1HCP:A	100	33	0	0	1	33	16	48	2.08e-21	81.3	59
C0LJA8_HUMAN/1-59	3Q95:B	100	27	0	0	33	59	207	233	3.79e-11	58.5	59
C8CJK8_HUMAN/1-40	1HCP:A	100	37	0	0	1	37	14	50	2.00e-25	90.5	40
C9E0F2_HUMAN/1-29	1HCQ:B	100	21	0	0	1	21	16	36	3.36e-11	53.9	29
C9E0F2_HUMAN/1-29	4AA6:F	100	21	0	0	1	21	16	36	3.36e-11	53.9	29
C9E0F2_HUMAN/1-29	1HCQ:A	100	21	0	0	1	21	19	39	3.61e-11	53.9	29
C9E0F2_HUMAN/1-29	1HCQ:E	100	21	0	0	1	21	19	39	3.61e-11	53.9	29
C9E0F2_HUMAN/1-29	1HCP:A	100	21	0	0	1	21	19	39	3.70e-11	53.9	29
C9E0F2_HUMAN/1-29	4AA6:B	100	20	0	0	1	20	16	35	3.91e-10	51.2	29
C9E0F2_HUMAN/1-29	4AA6:E	100	19	0	0	1	19	15	33	6.30e-09	48.1	29
C9E0F2_HUMAN/1-29	1HCQ:F	100	19	0	0	1	19	18	36	6.75e-09	48.1	29
C9E0F2_HUMAN/1-29	4OLN:B	100	18	0	0	1	18	16	33	7.31e-08	45.4	29
C9E0F2_HUMAN/1-29	4OLN:A	100	18	0	0	1	18	18	35	7.64e-08	45.4	29
C0LJA9_HUMAN/1-48	1HCP:A	100	45	0	0	1	45	16	60	2.72e-32	108	48
B5TZ81_HUMAN/1-42	1HCP:A	100	37	0	0	1	37	16	52	7.62e-26	91.7	42
C8CJK9_HUMAN/1-31	1HCP:A	100	27	0	0	1	27	19	45	6.60e-17	68.6	31
C0LLI7_HUMAN/1-40	1HCP:A	100	33	0	0	1	33	16	48	6.46e-22	81.6	40
B5LY05_HUMAN/1-41	1HCQ:B	100	22	0	0	1	22	13	34	1.42e-11	55.5	41
