	qseqid	sseqid	pident	length	mismatch	gapopen	qstart	qend	sstart	send	evalue	bitscore	qlen
0	HNRPQ_HUMAN/340-402	6KOR:A	100	63	0	0	1	63	100	162	4.61e-37	124.0	63
1	Q5ZLH7_CHICK/226-288	6KOR:A	100	63	0	0	1	63	100	162	4.61e-37	124.0	63
2	Q59GL1_HUMAN/312-374	6KOR:A	100	63	0	0	1	63	100	162	4.61e-37	124.0	63
3	B7Z645_HUMAN/242-304	6KOR:A	100	63	0	0	1	63	100	162	4.61e-37	124.0	63
4	A7E355_BOVIN/380-442	6KOR:A	100	63	0	0	1	63	100	162	4.61e-37	124.0	63
5	Q05CK9_HUMAN/376-438	6KOR:A	100	63	0	0	1	63	100	162	4.61e-37	124.0	63
6	D2HLE8_AILME/340-402	6KOR:A	100	63	0	0	1	63	100	162	4.61e-37	124.0	63
7	B2R8Z8_HUMAN/340-402	6KOR:A	100	63	0	0	1	63	100	162	4.61e-37	124.0	63
8	B2R7W4_HUMAN/343-405	2DK2:A	100	63	0	0	1	63	18	80	4.45e-37	121.0	63
9	A3KMV6_BOVIN/343-405	2DK2:A	100	63	0	0	1	63	18	80	4.45e-37	121.0	63
10	Q99KG1_MOUSE/312-374	2DK2:A	100	63	0	0	1	63	18	80	4.45e-37	121.0	63
11	B4DT28_HUMAN/204-266	2DK2:A	100	63	0	0	1	63	18	80	4.45e-37	121.0	63
12	B4DMD1_HUMAN/183-245	2DK2:A	100	63	0	0	1	63	18	80	4.45e-37	121.0	63
13	Q3U8W9_MOUSE/343-405	2DK2:A	100	63	0	0	1	63	18	80	4.45e-37	121.0	63
14	Q5R622_PONAB/343-405	2DK2:A	100	63	0	0	1	63	18	80	4.45e-37	121.0	63
15	Q811S1_RAT/343-405	2DK2:A	100	63	0	0	1	63	18	80	4.45e-37	121.0	63
16	HNRPR_HUMAN/343-405	2DK2:A	100	63	0	0	1	63	18	80	4.45e-37	121.0	63
17	Q8BL32_MOUSE/18-80	2DK2:A	100	63	0	0	1	63	18	80	4.45e-37	121.0	63
18	Q2L7G6_HUMAN/305-367	2DK2:A	100	63	0	0	1	63	18	80	4.45e-37	121.0	63
19	Q0VGD6_HUMAN/317-379	2DK2:A	100	63	0	0	1	63	18	80	4.45e-37	121.0	63
20	Q566E4_RAT/343-405	2DK2:A	100	63	0	0	1	63	18	80	4.45e-37	121.0	63
21	D2GWC0_AILME/343-405	2DK2:A	100	63	0	0	1	63	18	80	4.45e-37	121.0	63
22	B4DMB1_HUMAN/305-367	2DK2:A	100	63	0	0	1	63	18	80	4.45e-37	121.0	63
23	Q8VHM5_MOUSE/343-405	2DK2:A	100	63	0	0	1	63	18	80	4.45e-37	121.0	63
24	Q3UMT8_MOUSE/343-405	2DK2:A	100	63	0	0	1	63	18	80	4.45e-37	121.0	63
25	Q3UKV5_MOUSE/321-383	2DK2:A	100	63	0	0	1	63	18	80	4.45e-37	121.0	63
26	Q9CT37_MOUSE/312-374	2DK2:A	100	63	0	0	1	63	18	80	4.45e-37	121.0	63
27	Q3UZI0_MOUSE/315-377	2DK2:A	100	63	0	0	1	63	18	80	4.45e-37	121.0	63
28	Q6MZS5_HUMAN/323-385	2DK2:A	100	63	0	0	1	63	18	80	4.45e-37	121.0	63
29	A1CF_PONAB/233-297	2CPD:A	100	65	0	0	1	65	18	82	2.27e-40	130.0	65
30	A1CF_HUMAN/233-297	2CPD:A	100	65	0	0	1	65	18	82	2.27e-40	130.0	65
31	C9JGD3_HUMAN/216-280	2CPD:A	100	65	0	0	1	65	18	82	2.27e-40	130.0	65
32	B4E1E3_HUMAN/226-290	2CPD:A	100	65	0	0	1	65	18	82	2.27e-40	130.0	65
33	Q59HD3_HUMAN/160-228	2N82:B	100	69	0	0	1	69	15	83	2.9e-45	142.0	69
34	D3ZQH0_RAT/107-175	2N82:B	100	69	0	0	1	69	15	83	2.9e-45	142.0	69
35	RBM9_HUMAN/123-191	2N82:B	100	69	0	0	1	69	15	83	2.9e-45	142.0	69
36	B0QYY4_HUMAN/93-161	2N82:B	100	69	0	0	1	69	15	83	2.9e-45	142.0	69
37	FOX1A_MACFA/121-189	2N82:B	100	69	0	0	1	69	15	83	2.9e-45	142.0	69
38	D3Z9T3_RAT/111-179	2N82:B	100	69	0	0	1	69	15	83	2.9e-45	142.0	69
39	FOX1A_PONAB/119-187	2N82:B	100	69	0	0	1	69	15	83	2.9e-45	142.0	69
40	D2I6X9_AILME/30-98	2N82:B	100	69	0	0	1	69	15	83	2.9e-45	142.0	69
41	D4A2J5_RAT/111-179	2N82:B	100	69	0	0	1	69	15	83	2.9e-45	142.0	69
42	D3ZWZ5_RAT/118-186	2N82:B	100	69	0	0	1	69	15	83	2.9e-45	142.0	69
43	FOX1A_HUMAN/119-187	2N82:B	100	69	0	0	1	69	15	83	2.9e-45	142.0	69
44	Q5REN7_PONAB/119-187	2N82:B	100	69	0	0	1	69	15	83	2.9e-45	142.0	69
45	B7ZLH9_HUMAN/139-207	2N82:B	100	69	0	0	1	69	15	83	2.9e-45	142.0	69
46	RBM9_RAT/165-233	2N82:B	100	69	0	0	1	69	15	83	2.9e-45	142.0	69
47	RBM9_MOUSE/182-250	2N82:B	100	69	0	0	1	69	15	83	2.9e-45	142.0	69
48	D3ZSL1_RAT/138-206	2N82:B	100	69	0	0	1	69	15	83	2.9e-45	142.0	69
49	C9JZB7_HUMAN/109-177	2N82:B	100	69	0	0	1	69	15	83	2.9e-45	142.0	69
50	Q1JPB2_BOVIN/139-207	2N82:B	100	69	0	0	1	69	15	83	2.9e-45	142.0	69
51	B7Z1U7_HUMAN/162-230	2N82:B	100	69	0	0	1	69	15	83	2.9e-45	142.0	69
52	RBM9_BOVIN/131-199	2N82:B	100	69	0	0	1	69	15	83	2.9e-45	142.0	69
53	B0QYV1_HUMAN/94-162	2N82:B	100	69	0	0	1	69	15	83	2.9e-45	142.0	69
54	D3Z8T3_RAT/118-186	2N82:B	100	69	0	0	1	69	15	83	2.9e-45	142.0	69
55	Q8TCM0_HUMAN/119-187	2N82:B	100	69	0	0	1	69	15	83	2.9e-45	142.0	69
56	FOX1A_MOUSE/118-186	2N82:B	100	69	0	0	1	69	15	83	2.9e-45	142.0	69
57	C9J3L1_HUMAN/123-191	2N82:B	100	69	0	0	1	69	15	83	2.9e-45	142.0	69
58	B0QYY7_HUMAN/136-200	2N82:B	100	65	0	0	1	65	15	79	9.570000000000001e-43	136.0	65
59	A2D4X6_ATEGE/1-49	2N82:B	100	49	0	0	1	49	35	83	1.46e-28	99.8	49
60	A2D5R1_LAGLA/1-49	2N82:B	100	49	0	0	1	49	35	83	1.46e-28	99.8	49
61	A1YG73_PANPA/1-49	2N82:B	100	49	0	0	1	49	35	83	1.46e-28	99.8	49
62	A2T7P8_PONPY/1-49	2N82:B	100	48	0	0	1	48	36	83	8.06e-28	97.8	48
63	Q22030_CAEEL/102-170	2MGZ:A	100	69	0	0	1	69	7	75	2.14e-45	142.0	69
64	Q86G94_CAEEL/1-52	2MGZ:A	100	52	0	0	1	52	24	75	1.12e-31	107.0	52
65	D3DL37_YEAST/315-379	6N7P:F	100	65	0	0	1	65	155	219	3.2e-39	134.0	65
66	B5VK18_YEAS6/315-379	6N7P:F	100	65	0	0	1	65	155	219	3.2e-39	134.0	65
67	NAM8_YEAST/315-379	6N7P:F	100	65	0	0	1	65	155	219	3.2e-39	134.0	65
68	B3LSK3_YEAS1/315-379	6N7P:F	100	65	0	0	1	65	155	219	3.2e-39	134.0	65
69	C7GS45_YEAS2/221-290	6R5K:H	100	70	0	0	1	70	187	256	3.07e-41	140.0	70
70	D3DM73_YEAST/221-290	6R5K:H	100	70	0	0	1	70	187	256	3.07e-41	140.0	70
71	A6ZRC1_YEAS7/221-290	6R5K:H	100	70	0	0	1	70	187	256	3.07e-41	140.0	70
72	B5VHU1_YEAS6/221-290	6R5K:H	100	70	0	0	1	70	187	256	3.07e-41	140.0	70
73	C8Z7I7_YEAS8/221-290	6R5K:H	100	70	0	0	1	70	187	256	3.07e-41	140.0	70
74	PABP_YEAST/221-290	6R5K:H	100	70	0	0	1	70	187	256	3.07e-41	140.0	70
75	Q2VIN7_AOTTR/296-364	2D9P:A	100	69	0	0	1	69	18	86	3.99e-45	142.0	69
76	Q5VX58_HUMAN/296-364	2D9P:A	100	69	0	0	1	69	18	86	3.99e-45	142.0	69
77	Q3ZCS4_HUMAN/296-364	2D9P:A	100	69	0	0	1	69	18	86	3.99e-45	142.0	69
78	Q2VIP3_HUMAN/296-364	2D9P:A	100	69	0	0	1	69	18	86	3.99e-45	142.0	69
79	PABP3_HUMAN/296-364	2D9P:A	100	69	0	0	1	69	18	86	3.99e-45	142.0	69
80	B5VHU1_YEAS6/324-393	6R5K:H	100	70	0	0	1	70	290	359	5.6099999999999995e-42	142.0	70
81	C8Z7I7_YEAS8/324-393	6R5K:H	100	70	0	0	1	70	290	359	5.6099999999999995e-42	142.0	70
82	D3DM73_YEAST/324-393	6R5K:H	100	70	0	0	1	70	290	359	5.6099999999999995e-42	142.0	70
83	PABP_YEAST/324-393	6R5K:H	100	70	0	0	1	70	290	359	5.6099999999999995e-42	142.0	70
84	C7GS45_YEAS2/324-393	6R5K:H	100	70	0	0	1	70	290	359	5.6099999999999995e-42	142.0	70
85	A6ZRC1_YEAS7/324-393	6R5K:H	100	70	0	0	1	70	290	359	5.6099999999999995e-42	142.0	70
86	Q4SJ34_TETNG/101-128	4F02:A	100	28	0	0	1	28	92	119	1.07e-12	60.1	28
87	PABP1_HUMAN/101-169	4F02:A	100	69	0	0	1	69	92	160	1.76e-44	143.0	69
88	PABP1_MOUSE/101-169	4F02:A	100	69	0	0	1	69	92	160	1.76e-44	143.0	69
89	PABP1_BOVIN/101-169	4F02:A	100	69	0	0	1	69	92	160	1.76e-44	143.0	69
90	Q5ZL53_CHICK/101-169	4F02:A	100	69	0	0	1	69	92	160	1.76e-44	143.0	69
91	Q6P3L1_DANRE/101-169	4F02:A	100	69	0	0	1	69	92	160	1.76e-44	143.0	69
92	D2GY31_AILME/105-173	4F02:A	100	69	0	0	1	69	92	160	1.76e-44	143.0	69
93	Q99L36_MOUSE/101-169	4F02:A	100	69	0	0	1	69	92	160	1.76e-44	143.0	69
94	PABP1_RAT/101-169	4F02:A	100	69	0	0	1	69	92	160	1.76e-44	143.0	69
95	Q3U8U8_MOUSE/101-169	4F02:A	100	69	0	0	1	69	92	160	1.76e-44	143.0	69
96	B3KT93_HUMAN/101-169	4F02:A	100	69	0	0	1	69	92	160	1.76e-44	143.0	69
97	PABP1_PONAB/101-169	4F02:A	100	69	0	0	1	69	92	160	1.76e-44	143.0	69
98	Q9DBE3_MOUSE/101-168	4F02:A	100	68	0	0	1	68	92	159	3.9400000000000004e-43	139.0	68
