	qseqid	sseqid	pident	length	mismatch	gapopen	qstart	qend	sstart	send	evalue	bitscore	qlen
0	B4I9M8_DROSE/99-168	2HAN:A	100	70	0	0	1	70	2	71	6.32e-51	156.0	70
1	B4Q1J3_DROYA/102-171	2HAN:A	100	70	0	0	1	70	2	71	6.32e-51	156.0	70
2	B4L2K6_DROMO/85-154	2HAN:A	100	70	0	0	1	70	2	71	6.32e-51	156.0	70
3	B3MYQ7_DROAN/104-173	2HAN:A	100	70	0	0	1	70	2	71	6.32e-51	156.0	70
4	USP_DROME/102-171	2HAN:A	100	70	0	0	1	70	2	71	6.32e-51	156.0	70
5	B3P8U7_DROER/101-170	2HAN:A	100	70	0	0	1	70	2	71	6.32e-51	156.0	70
6	Q8I1M8_9NEOP/58-127	4UMM:A	100	70	0	0	1	70	2	71	1.81e-50	155.0	70
7	B9UCQ5_HELAM/59-128	4UMM:A	100	70	0	0	1	70	2	71	1.81e-50	155.0	70
8	Q8MWR1_SPOFR/59-128	4UMM:A	100	70	0	0	1	70	2	71	1.81e-50	155.0	70
9	A9UEF7_SPOLT/112-181	4UMM:A	100	70	0	0	1	70	2	71	1.81e-50	155.0	70
10	B2ZCQ5_SPOEX/59-128	4UMM:A	100	70	0	0	1	70	2	71	1.81e-50	155.0	70
11	B0L961_PLUXY/1-49	4UMM:A	100	49	0	0	1	49	23	71	3.0800000000000004e-32	108.0	49
12	A2AJP1_MOUSE/138-207	4NQA:H	100	70	0	0	1	70	7	76	3.67e-47	154.0	70
13	Q0VJ96_RAT/138-207	4NQA:H	100	70	0	0	1	70	7	76	3.67e-47	154.0	70
14	Q3UMU4_MOUSE/138-207	4NQA:H	100	70	0	0	1	70	7	76	3.67e-47	154.0	70
15	B3KY83_HUMAN/36-105	4NQA:H	100	70	0	0	1	70	7	76	3.67e-47	154.0	70
16	Q2NL52_HUMAN/133-202	4NQA:H	100	70	0	0	1	70	7	76	3.67e-47	154.0	70
17	RXRA_MOUSE/138-207	4NQA:H	100	70	0	0	1	70	7	76	3.67e-47	154.0	70
18	Q2PFT8_MACFA/133-202	4NQA:H	100	70	0	0	1	70	7	76	3.67e-47	154.0	70
19	Q6P3U7_HUMAN/187-256	4NQA:H	100	70	0	0	1	70	7	76	3.67e-47	154.0	70
20	Q6LC96_MOUSE/110-179	4NQA:H	100	70	0	0	1	70	7	76	3.67e-47	154.0	70
21	RXRA_RAT/138-207	4NQA:H	100	70	0	0	1	70	7	76	3.67e-47	154.0	70
22	RXRA_HUMAN/133-202	4NQA:H	100	70	0	0	1	70	7	76	3.67e-47	154.0	70
23	Q9GK26_MUSVI/1-32	4NQA:H	100	32	0	0	1	32	45	76	4.2e-16	71.2	32
24	O97895_PIG/1-24	1YNW:B	100	24	0	0	1	24	46	69	3.97e-11	53.5	24
25	O97895_PIG/1-24	4CN3:B	100	24	0	0	1	24	47	70	4.26e-11	53.5	24
26	O97895_PIG/1-24	4CN7:E	100	24	0	0	1	24	49	72	4.36e-11	53.5	24
27	O97895_PIG/1-24	8J54:D	100	24	0	0	1	24	48	71	4.36e-11	53.5	24
28	O97895_PIG/1-24	1R0N:A	100	24	0	0	1	24	47	70	4.46e-11	53.5	24
29	O97895_PIG/1-24	4CN3:A	100	24	0	0	1	24	49	72	4.46e-11	53.5	24
30	O97895_PIG/1-24	4CN3:D	100	24	0	0	1	24	48	71	4.46e-11	53.5	24
31	O97895_PIG/1-24	4CN5:B	100	24	0	0	1	24	48	71	4.46e-11	53.5	24
32	O97895_PIG/1-24	8HBM:E	100	24	0	0	1	24	48	71	4.46e-11	53.5	24
33	O97895_PIG/1-24	8J54:E	100	24	0	0	1	24	48	71	4.46e-11	53.5	24
34	O97895_PIG/1-24	8J54:F	100	24	0	0	1	24	48	71	4.46e-11	53.5	24
35	O97895_PIG/1-24	1BY4:C	100	24	0	0	1	24	48	71	4.46e-11	53.5	24
36	O97895_PIG/1-24	6FBR:A	100	24	0	0	1	24	49	72	4.46e-11	53.5	24
37	O97895_PIG/1-24	6XWH:D	100	24	0	0	1	24	48	71	4.46e-11	53.5	24
38	O97895_PIG/1-24	4CN7:A	100	24	0	0	1	24	54	77	4.57e-11	53.5	24
39	O97895_PIG/1-24	4CN7:B	100	24	0	0	1	24	48	71	4.57e-11	53.5	24
40	O97895_PIG/1-24	8HBM:A	100	24	0	0	1	24	49	72	4.57e-11	53.5	24
41	O97895_PIG/1-24	8J54:C	100	24	0	0	1	24	48	71	4.57e-11	53.5	24
42	O97895_PIG/1-24	1BY4:A	100	24	0	0	1	24	49	72	4.57e-11	53.5	24
43	O97895_PIG/1-24	6XWG:C	100	24	0	0	1	24	48	71	4.57e-11	53.5	24
44	O97895_PIG/1-24	4CN7:F	100	24	0	0	1	24	49	72	4.67e-11	53.5	24
45	O97895_PIG/1-24	1BY4:D	100	24	0	0	1	24	51	74	4.67e-11	53.5	24
46	O97895_PIG/1-24	6FBQ:A	100	24	0	0	1	24	50	73	4.67e-11	53.5	24
47	O97895_PIG/1-24	6XWH:C	100	24	0	0	1	24	49	72	4.67e-11	53.5	24
48	O97895_PIG/1-24	4CN5:A	100	24	0	0	1	24	51	74	4.78e-11	53.5	24
49	A2AJP2_MOUSE/110-165	4NQA:H	100	56	0	0	1	56	7	62	1.0900000000000001e-36	127.0	56
50	Q6LD74_9MURI/1-34	4NQA:H	100	34	0	0	1	34	34	67	6.78e-18	76.3	34
51	2nlla	4NQA:H	100	66	0	0	1	66	9	74	2.15e-44	147.0	66
52	Q62681_RAT/81-150	2EBL:A	100	70	0	0	1	70	8	77	1.25e-50	155.0	70
53	COT1_HUMAN/84-153	2EBL:A	100	70	0	0	1	70	8	77	1.25e-50	155.0	70
54	N2F1A_DANRE/74-143	2EBL:A	100	70	0	0	1	70	8	77	1.25e-50	155.0	70
