	qseqid	sseqid	pident	length	mismatch	gapopen	qstart	qend	sstart	send	evalue	bitscore	qlen
0	Q25318_LEIME/3-109	6P4E:B	100	107	0	0	1	107	109	215	2.5200000000000003e-73	219.0	107
1	C9ZQB7_TRYBG/126-201	6EX8:B	100	76	0	0	1	76	1	76	2.25e-53	167.0	76
2	C9ZQB4_TRYBG/126-220	6EX8:B	100	95	0	0	1	95	1	95	1.85e-67	204.0	95
3	Q4E0J6_TRYCR/123-174	1F2C:A	100	52	0	0	1	52	1	52	2.82e-32	112.0	52
4	Q9GPN3_TRYCR/123-335	4QH6:E	100	213	0	0	1	213	1	213	5.4100000000000004e-160	443.0	213
5	CYSP_TRYCR/123-335	4QH6:E	100	213	0	0	1	213	1	213	5.4100000000000004e-160	443.0	213
6	Q598P5_TRYCR/123-335	4QH6:E	100	213	0	0	1	213	1	213	5.4100000000000004e-160	443.0	213
7	Q4DW03_TRYCR/123-335	4QH6:E	100	213	0	0	1	213	1	213	5.4100000000000004e-160	443.0	213
8	Q68D46_HUMAN/1-99	6CZS:A	100	99	0	0	1	99	211	309	2.2600000000000002e-70	214.0	99
9	Q6IBC3_HUMAN/116-332	6CZK:A	100	217	0	0	1	217	93	309	5.07e-166	462.0	217
10	CATH_HUMAN/116-332	6CZK:A	100	217	0	0	1	217	93	309	5.07e-166	462.0	217
11	CATK_MOUSE/115-328	8V57:A	100	214	0	0	1	214	2	215	5.2100000000000004e-163	451.0	214
12	Q545T0_MOUSE/115-328	8V57:A	100	214	0	0	1	214	2	215	5.2100000000000004e-163	451.0	214
13	CATK_HUMAN/115-328	1BY8:A	100	214	0	0	1	214	96	309	3.82e-162	452.0	214
14	CATK_MACFA/115-328	1BY8:A	100	214	0	0	1	214	96	309	3.82e-162	452.0	214
15	Q6FHN2_HUMAN/115-328	1BY8:A	100	214	0	0	1	214	96	309	3.82e-162	452.0	214
16	CATK_MACMU/115-328	1BY8:A	100	214	0	0	1	214	96	309	3.82e-162	452.0	214
17	Q6FHS6_HUMAN/115-328	1BY8:A	100	214	0	0	1	214	96	309	3.82e-162	452.0	214
18	Q5QP40_HUMAN/174-258	1BGO:A	100	85	0	0	1	85	1	85	1.84e-59	183.0	85
19	Q5QP40_HUMAN/174-258	3O1G:A	100	85	0	0	1	85	1	85	1.84e-59	183.0	85
20	Q5QP40_HUMAN/174-258	2ATO:A	100	85	0	0	1	85	1	85	1.84e-59	183.0	85
21	Q5QP40_HUMAN/174-258	1ATK:A	100	85	0	0	1	85	1	85	1.84e-59	183.0	85
22	Q5QP40_HUMAN/174-258	1Q6K:A	100	85	0	0	1	85	1	85	1.84e-59	183.0	85
23	Q5QP40_HUMAN/174-258	1U9V:A	100	85	0	0	1	85	1	85	1.84e-59	183.0	85
24	Q5QP40_HUMAN/174-258	1YK7:A	100	85	0	0	1	85	1	85	1.84e-59	183.0	85
25	Q5QP40_HUMAN/174-258	4X6J:A	100	85	0	0	1	85	1	85	1.84e-59	183.0	85
26	Q5QP40_HUMAN/174-258	4X6H:A	100	85	0	0	1	85	1	85	1.84e-59	183.0	85
27	Q5QP40_HUMAN/174-258	4X6I:A	100	85	0	0	1	85	1	85	1.84e-59	183.0	85
28	Q5QP40_HUMAN/174-258	2FTD:A	100	85	0	0	1	85	1	85	1.84e-59	183.0	85
29	Q5QP40_HUMAN/174-258	2FTD:B	100	85	0	0	1	85	1	85	1.84e-59	183.0	85
30	Q5QP40_HUMAN/174-258	1TU6:A	100	85	0	0	1	85	1	85	1.84e-59	183.0	85
31	Q5QP40_HUMAN/174-258	1TU6:B	100	85	0	0	1	85	1	85	1.84e-59	183.0	85
32	Q5QP40_HUMAN/174-258	5TUN:A	100	85	0	0	1	85	1	85	1.84e-59	183.0	85
33	Q5QP40_HUMAN/174-258	6HGY:A	100	85	0	0	1	85	1	85	1.84e-59	183.0	85
34	Q5QP40_HUMAN/174-258	6QBS:A	100	85	0	0	1	85	1	85	1.84e-59	183.0	85
35	Q5QP40_HUMAN/174-258	6QBS:B	100	85	0	0	1	85	1	85	1.84e-59	183.0	85
36	Q5QP40_HUMAN/174-258	7QBL:A	100	85	0	0	1	85	1	85	1.84e-59	183.0	85
37	Q5QP40_HUMAN/174-258	4DMY:A	100	85	0	0	1	85	1	85	1.84e-59	183.0	85
38	Q5QP40_HUMAN/174-258	4DMY:B	100	85	0	0	1	85	1	85	1.84e-59	183.0	85
39	Q5QP40_HUMAN/174-258	4DMX:A	100	85	0	0	1	85	1	85	1.84e-59	183.0	85
40	Q5QP40_HUMAN/174-258	1AU0:A	100	85	0	0	1	85	1	85	1.84e-59	183.0	85
41	Q5QP40_HUMAN/174-258	2AUZ:A	100	85	0	0	1	85	1	85	1.84e-59	183.0	85
42	Q5QP40_HUMAN/174-258	1AU2:A	100	85	0	0	1	85	1	85	1.84e-59	183.0	85
43	B3KQK4_HUMAN/114-332	3OF9:A	100	219	0	0	1	219	2	220	3.5199999999999996e-168	464.0	219
44	CATL1_HUMAN/114-332	3OF9:A	100	219	0	0	1	219	2	220	3.5199999999999996e-168	464.0	219
45	Q9HBQ7_HUMAN/1-150	3OF9:A	100	150	0	0	1	150	71	220	1.78e-111	318.0	150
46	Q6T9Z7_BOMMO/124-340	8IUI:B	100	217	0	0	1	217	1	217	5.64e-166	458.0	217
47	CPGP2_ZINOF/3-216	1CQD:D	100	214	0	0	1	214	1	214	1.82e-163	452.0	214
48	A8DS38_TABDI/134-339	2PRE:B	100	206	0	0	1	206	1	206	1.5600000000000002e-160	444.0	206
49	ERVB_TABDI/1-213	1IWD:A	100	213	0	0	1	213	1	213	1.55e-159	442.0	213
50	PAPA2_CARPA/135-348	1YAL:A	100	214	0	0	1	214	1	214	9.670000000000001e-164	452.0	214
51	A1Y2K3_9ROSI/135-276	3IOQ:A	100	142	0	0	1	142	1	142	4.5e-101	291.0	142
52	PAPA3_CARPA/133-346	1PPO:A	100	214	0	0	1	214	1	214	4.43e-155	431.0	214
53	PAPA1_CARPA/134-343	3LFY:C	100	210	0	0	1	210	1	210	1.22e-162	449.0	210
54	Q3Y6U7_9FABA/2-223	2B1N:A	100	222	0	0	1	222	1	222	1.42e-167	463.0	222
55	O23799_ANACO/124-336	6U7D:A	100	213	0	0	1	213	94	306	1.95e-159	445.0	213
56	ANAN_ANACO/123-335	6OKJ:B	100	213	0	0	1	213	1	213	2.1999999999999998e-159	441.0	213
57	CYSEP_RICCO/126-342	1S4V:B	100	217	0	0	1	217	2	218	3.45e-162	449.0	217
58	B9RAQ2_RICCO/126-342	1S4V:B	100	217	0	0	1	217	2	218	3.45e-162	449.0	217
59	CYSP2_HORVU/134-353	2FO5:D	100	220	0	0	1	220	2	221	1.26e-162	450.0	220
60	Q6DMN0_TOXGO/205-421	3F75:A	100	217	0	0	1	217	6	222	9.23e-164	453.0	217
61	B6KV21_TOXGO/205-421	3F75:A	100	217	0	0	1	217	6	222	9.23e-164	453.0	217
62	Q1JSB9_TOXGO/205-421	3F75:A	100	217	0	0	1	217	6	222	9.23e-164	453.0	217
63	B9Q333_TOXGO/205-421	3F75:A	100	217	0	0	1	217	6	222	9.23e-164	453.0	217
64	D1MNA5_TOXGO/204-420	3F75:A	100	217	0	0	1	217	6	222	9.23e-164	453.0	217
65	B9QQK4_TOXGO/205-421	3F75:A	100	217	0	0	1	217	6	222	9.23e-164	453.0	217
66	Q45T34_CLODI/1-143	4CI7:A	100	143	0	0	1	143	156	298	5.86e-100	297.0	143
67	Q45T39_CLODI/1-143	4CI7:A	100	143	0	0	1	143	156	298	5.86e-100	297.0	143
68	A7UNZ5_DERFA/109-320	5VPK:C	100	212	0	0	1	212	11	222	2.52e-162	449.0	212
69	Q58A71_DERFA/109-320	5VPK:C	100	212	0	0	1	212	11	222	2.52e-162	449.0	212
70	Q9GYY0_DERFA/10-210	5VPK:C	100	201	0	0	1	201	11	211	2.26e-153	426.0	201
71	Q95X04_DERFA/1-107	5VPK:C	100	107	0	0	1	107	78	184	3.22e-75	224.0	107
72	Q3HWZ5_DERPT/90-301	5VPG:A	100	212	0	0	1	212	10	221	9.9e-162	447.0	212
73	Q3HWZ5_DERPT/90-301	5VPH:A	100	212	0	0	1	212	10	221	9.9e-162	447.0	212
74	Q3HWZ5_DERPT/90-301	5VCO:E	100	212	0	0	1	212	10	221	9.9e-162	447.0	212
75	Q3HWZ5_DERPT/90-301	5VCO:F	100	212	0	0	1	212	10	221	9.9e-162	447.0	212
76	Q3HWZ5_DERPT/90-301	5VCN:A	100	212	0	0	1	212	10	221	9.9e-162	447.0	212
77	Q3HWZ5_DERPT/90-301	5VCN:B	100	212	0	0	1	212	10	221	9.9e-162	447.0	212
78	Q9PGZ0_XYLFA/37-265	3OIS:D	100	229	0	0	1	229	35	263	2.34e-178	492.0	229
79	C5HW12_PLAFA/525-768	6X44:A	100	244	0	0	1	244	178	421	1.74e-191	533.0	244
80	SERA_PLAF7/573-819	6X44:A	100	247	0	0	1	247	181	427	3.4100000000000003e-192	535.0	247
81	SERA_PLAFG/565-811	6X44:A	100	247	0	0	1	247	181	427	3.4100000000000003e-192	535.0	247
82	Q26016_PLAFA/560-806	6X44:A	100	247	0	0	1	247	181	427	3.4100000000000003e-192	535.0	247
83	SERA_PLAFD/565-811	6X44:A	100	247	0	0	1	247	181	427	3.4100000000000003e-192	535.0	247
84	Q9NIF4_PLAFA/571-817	6X44:A	100	247	0	0	1	247	181	427	3.4100000000000003e-192	535.0	247
85	C5HW14_PLAFA/539-781	6X44:A	100	243	0	0	1	243	179	421	6.79e-191	531.0	243
86	C5HEQ2_PLAFA/527-768	6X44:A	100	242	0	0	1	242	178	419	3.76e-190	529.0	242
87	C5HW13_PLAFA/527-769	6X44:A	100	243	0	0	1	243	178	420	9.64e-191	531.0	243
88	C5HW22_PLAFA/536-778	6X44:A	100	243	0	0	1	243	178	420	9.64e-191	531.0	243
89	C5HEP8_PLAFA/534-776	6X44:A	100	243	0	0	1	243	178	420	9.64e-191	531.0	243
90	C5HEQ6_PLAFA/558-799	6X44:A	100	242	0	0	1	242	179	420	3.76e-190	529.0	242
91	C5HEP7_PLAFA/546-787	6X44:A	100	242	0	0	1	242	179	420	3.76e-190	529.0	242
92	Q6R7Z5_9TRYP/94-333	4HWY:A	100	240	0	0	1	240	68	307	1.3699999999999999e-188	520.0	240
93	C9ZQ62_TRYBG/94-333	4HWY:A	100	240	0	0	1	240	68	307	1.3699999999999999e-188	520.0	240
94	Q9MZF5_BOVIN/1-33	1SP4:B	100	33	0	0	1	33	170	202	4.83e-19	77.4	33
95	Q9MZF5_BOVIN/1-33	1ITO:A	100	33	0	0	1	33	218	250	1.06e-18	77.4	33
96	Q9MZF5_BOVIN/1-33	2DC8:A	100	33	0	0	1	33	218	250	1.06e-18	77.4	33
97	Q9MZF5_BOVIN/1-33	2DC6:A	100	33	0	0	1	33	218	250	1.06e-18	77.4	33
98	Q9MZF5_BOVIN/1-33	2DC7:A	100	33	0	0	1	33	218	250	1.06e-18	77.4	33
99	Q9MZF5_BOVIN/1-33	2DCA:A	100	33	0	0	1	33	218	250	1.06e-18	77.4	33
100	Q9MZF5_BOVIN/1-33	2DC9:A	100	33	0	0	1	33	218	250	1.06e-18	77.4	33
101	Q9MZF5_BOVIN/1-33	2DCB:A	100	33	0	0	1	33	218	250	1.06e-18	77.4	33
102	Q9MZF5_BOVIN/1-33	2DCD:A	100	33	0	0	1	33	218	250	1.06e-18	77.4	33
