	qseqid	sseqid	pident	length	mismatch	gapopen	qstart	qend	sstart	send	evalue	bitscore	qlen
0	B3KQZ9_HUMAN/157-244	6AC0:A	100	88	0	0	1	88	20	107	1.29e-53	165.0	88
1	TRADD_HUMAN/217-304	6AC0:A	100	88	0	0	1	88	20	107	1.29e-53	165.0	88
2	RIPK1_HUMAN/584-668	6AC5:A	100	85	0	0	1	85	11	95	3.6099999999999996e-60	181.0	85
3	B3KU53_HUMAN/186-270	6AC5:A	100	85	0	0	1	85	11	95	3.6099999999999996e-60	181.0	85
4	FADD_HUMAN/98-181	2GF5:A	100	84	0	0	1	84	98	181	6.1599999999999996e-55	171.0	84
5	Q6LCB0_HUMAN/39-122	2GF5:A	100	84	0	0	1	84	98	181	6.1599999999999996e-55	171.0	84
6	1e41a	1E3Y:A	100	104	0	0	1	104	1	104	3.58e-71	209.0	104
7	FADD_MOUSE/98-181	1FAD:A	100	84	0	0	1	84	10	93	2.39e-53	163.0	84
8	D2CXD5_MUSSP/98-181	1FAD:A	100	84	0	0	1	84	10	93	2.39e-53	163.0	84
9	Q8CD57_MOUSE/98-181	1FAD:A	100	84	0	0	1	84	10	93	2.39e-53	163.0	84
10	1fada	1FAD:A	100	95	0	0	1	95	1	95	1.0799999999999999e-61	185.0	95
11	Q5CZH9_HUMAN/1472-1555	4O6X:B	100	84	0	0	1	84	4	87	9.729999999999999e-54	164.0	84
12	B1AQT2_HUMAN/612-695	4O6X:B	100	84	0	0	1	84	4	87	9.729999999999999e-54	164.0	84
13	B4DIL1_HUMAN/1479-1562	4O6X:B	100	84	0	0	1	84	4	87	9.729999999999999e-54	164.0	84
14	Q8CBN3_MOUSE/612-695	4O6X:B	100	84	0	0	1	84	4	87	9.729999999999999e-54	164.0	84
15	Q9QXH1_MOUSE/552-635	4O6X:B	100	84	0	0	1	84	4	87	9.729999999999999e-54	164.0	84
16	O70511_RAT/2337-2420	4O6X:B	100	84	0	0	1	84	4	87	9.729999999999999e-54	164.0	84
