	qseqid	sseqid	pident	length	mismatch	gapopen	qstart	qend	sstart	send	evalue	bitscore	qlen
0	B2R7F8_HUMAN/377-454	4A5T:S	100	78	0	0	1	78	358	435	2.83e-53	179.0	78
1	PLMN_HUMAN/377-454	4A5T:S	100	78	0	0	1	78	358	435	2.83e-53	179.0	78
2	B4DPH4_HUMAN/1-51	4A5T:S	100	51	0	0	1	51	385	435	3.87e-34	124.0	51
3	Q9UMI2_HUMAN/11-53	4A5T:S	100	43	0	0	1	43	358	400	3.32e-23	92.4	43
4	Q1HP67_HUMAN/1274-1351	1I71:A	100	78	0	0	1	78	2	79	3.6599999999999998e-62	185.0	78
5	APOA_HUMAN/3782-3859	1I71:A	100	78	0	0	1	78	2	79	3.6599999999999998e-62	185.0	78
6	APOA_HUMAN/3676-3753	1JFN:A	100	78	0	0	1	78	25	102	7.94e-62	185.0	78
7	Q1HP67_HUMAN/1168-1245	1JFN:A	100	78	0	0	1	78	25	102	7.94e-62	185.0	78
8	Q9UIR8_HUMAN/11-88	1JFN:A	100	78	0	0	1	78	25	102	7.94e-62	185.0	78
9	Q9UKJ7_HUMAN/1-35	1I71:A	100	35	0	0	1	35	45	79	8.12e-25	89.0	35
10	Q1HP67_HUMAN/1388-1465	2FEB:A	100	78	0	0	1	78	18	95	2.29e-62	186.0	78
11	APOA_HUMAN/3896-3973	2FEB:A	100	78	0	0	1	78	18	95	2.29e-62	186.0	78
12	APOA_HUMAN/826-903	6RX7:C	100	78	0	0	1	78	15	92	1.95e-59	178.0	78
13	APOA_HUMAN/256-333	6RX7:C	100	78	0	0	1	78	15	92	1.95e-59	178.0	78
14	APOA_HUMAN/2422-2499	6RX7:C	100	78	0	0	1	78	15	92	1.95e-59	178.0	78
15	APOA_HUMAN/1966-2043	6RX7:C	100	78	0	0	1	78	15	92	1.95e-59	178.0	78
16	APOA_HUMAN/1510-1587	6RX7:C	100	78	0	0	1	78	15	92	1.95e-59	178.0	78
17	APOA_HUMAN/1282-1359	6RX7:C	100	78	0	0	1	78	15	92	1.95e-59	178.0	78
18	APOA_HUMAN/142-219	6RX7:C	100	78	0	0	1	78	15	92	1.95e-59	178.0	78
19	APOA_HUMAN/1852-1929	6RX7:C	100	78	0	0	1	78	15	92	1.95e-59	178.0	78
20	APOA_HUMAN/598-675	6RX7:C	100	78	0	0	1	78	15	92	1.95e-59	178.0	78
21	Q1HP67_HUMAN/142-219	6RX7:C	100	78	0	0	1	78	15	92	1.95e-59	178.0	78
22	APOA_HUMAN/2878-2955	6RX7:C	100	78	0	0	1	78	15	92	1.95e-59	178.0	78
