	qseqid	sseqid	pident	length	mismatch	gapopen	qstart	qend	sstart	send	evalue	bitscore	qlen
0	B4Q1J3_DROYA/102-171	2HAN:A	100	70	0	0	1	70	2	71	6.32e-51	156.0	70
1	B4L2K6_DROMO/85-154	2HAN:A	100	70	0	0	1	70	2	71	6.32e-51	156.0	70
2	B4I9M8_DROSE/99-168	2HAN:A	100	70	0	0	1	70	2	71	6.32e-51	156.0	70
3	B3MYQ7_DROAN/104-173	2HAN:A	100	70	0	0	1	70	2	71	6.32e-51	156.0	70
4	USP_DROME/102-171	2HAN:A	100	70	0	0	1	70	2	71	6.32e-51	156.0	70
5	B3P8U7_DROER/101-170	2HAN:A	100	70	0	0	1	70	2	71	6.32e-51	156.0	70
6	Q8MWR1_SPOFR/59-128	4UMM:A	100	70	0	0	1	70	2	71	1.81e-50	155.0	70
7	Q8I1M8_9NEOP/58-127	4UMM:A	100	70	0	0	1	70	2	71	1.81e-50	155.0	70
8	B9UCQ5_HELAM/59-128	4UMM:A	100	70	0	0	1	70	2	71	1.81e-50	155.0	70
9	A9UEF7_SPOLT/112-181	4UMM:A	100	70	0	0	1	70	2	71	1.81e-50	155.0	70
10	B2ZCQ5_SPOEX/59-128	4UMM:A	100	70	0	0	1	70	2	71	1.81e-50	155.0	70
11	B0L961_PLUXY/1-49	4UMM:A	100	49	0	0	1	49	23	71	3.0800000000000004e-32	108.0	49
12	Q3UMU4_MOUSE/138-207	4NQA:H	100	70	0	0	1	70	7	76	3.67e-47	154.0	70
13	B3KY83_HUMAN/36-105	4NQA:H	100	70	0	0	1	70	7	76	3.67e-47	154.0	70
14	Q2NL52_HUMAN/133-202	4NQA:H	100	70	0	0	1	70	7	76	3.67e-47	154.0	70
15	RXRA_MOUSE/138-207	4NQA:H	100	70	0	0	1	70	7	76	3.67e-47	154.0	70
16	Q2PFT8_MACFA/133-202	4NQA:H	100	70	0	0	1	70	7	76	3.67e-47	154.0	70
17	A2AJP1_MOUSE/138-207	4NQA:H	100	70	0	0	1	70	7	76	3.67e-47	154.0	70
18	Q6P3U7_HUMAN/187-256	4NQA:H	100	70	0	0	1	70	7	76	3.67e-47	154.0	70
19	Q0VJ96_RAT/138-207	4NQA:H	100	70	0	0	1	70	7	76	3.67e-47	154.0	70
20	Q6LC96_MOUSE/110-179	4NQA:H	100	70	0	0	1	70	7	76	3.67e-47	154.0	70
21	RXRA_RAT/138-207	4NQA:H	100	70	0	0	1	70	7	76	3.67e-47	154.0	70
22	RXRA_HUMAN/133-202	4NQA:H	100	70	0	0	1	70	7	76	3.67e-47	154.0	70
23	A2AJP2_MOUSE/110-165	4NQA:H	100	56	0	0	1	56	7	62	1.0900000000000001e-36	127.0	56
24	Q6LD74_9MURI/1-34	4NQA:H	100	34	0	0	1	34	34	67	6.78e-18	76.3	34
25	A2ICG8_MOUSE/30-99	4IQR:F	100	70	0	0	1	70	1	70	1.73e-45	150.0	70
26	B9VVT3_RAT/33-102	4IQR:F	100	70	0	0	1	70	1	70	1.73e-45	150.0	70
27	HNF4A_HUMAN/58-127	4IQR:F	100	70	0	0	1	70	1	70	1.73e-45	150.0	70
28	B9VVT8_HUMAN/33-102	4IQR:F	100	70	0	0	1	70	1	70	1.73e-45	150.0	70
29	A2A5I6_MOUSE/34-103	4IQR:F	100	70	0	0	1	70	1	70	1.73e-45	150.0	70
30	B9VVT5_MOUSE/33-102	4IQR:F	100	70	0	0	1	70	1	70	1.73e-45	150.0	70
31	A2ICG7_RAT/36-105	4IQR:F	100	70	0	0	1	70	1	70	1.73e-45	150.0	70
32	D2H6L1_AILME/73-142	4IQR:F	100	70	0	0	1	70	1	70	1.73e-45	150.0	70
33	Q0ZHH5_PIG/58-127	4IQR:F	100	70	0	0	1	70	1	70	1.73e-45	150.0	70
34	HNF4A_RAT/58-127	4IQR:F	100	70	0	0	1	70	1	70	1.73e-45	150.0	70
35	Q5QPB7_HUMAN/51-120	4IQR:F	100	70	0	0	1	70	1	70	1.73e-45	150.0	70
36	B9VVT6_MOUSE/33-102	4IQR:F	100	70	0	0	1	70	1	70	1.73e-45	150.0	70
37	Q7YRQ5_BOVIN/49-118	4IQR:F	100	70	0	0	1	70	1	70	1.73e-45	150.0	70
38	B9VVT2_RAT/33-102	4IQR:F	100	70	0	0	1	70	1	70	1.73e-45	150.0	70
39	C9J7I8_HUMAN/23-92	4IQR:F	100	70	0	0	1	70	1	70	1.73e-45	150.0	70
40	B9VVT4_RAT/33-102	4IQR:F	100	70	0	0	1	70	1	70	1.73e-45	150.0	70
41	Q1I181_PIG/58-127	4IQR:F	100	70	0	0	1	70	1	70	1.73e-45	150.0	70
42	B6ZGT3_HUMAN/49-118	4IQR:F	100	70	0	0	1	70	1	70	1.73e-45	150.0	70
43	HNF4A_MOUSE/58-127	4IQR:F	100	70	0	0	1	70	1	70	1.73e-45	150.0	70
44	B9VVT7_MOUSE/33-102	4IQR:F	100	70	0	0	1	70	1	70	1.73e-45	150.0	70
45	Q9JJI9_TAMSI/49-118	4IQR:F	100	70	0	0	1	70	1	70	1.73e-45	150.0	70
46	A2A5I4_MOUSE/36-100	4IQR:F	100	65	0	0	1	65	1	65	5.4499999999999997e-42	140.0	65
47	Q5TE57_HUMAN/36-100	4IQR:F	100	65	0	0	1	65	1	65	5.4499999999999997e-42	140.0	65
48	Q98TV7_SALSA/49-74	6LC1:D	100	26	0	0	1	26	1	26	3.28e-15	64.3	26
49	Q98TV7_SALSA/49-74	6LC1:J	100	26	0	0	1	26	1	26	3.28e-15	64.3	26
50	Q98TV7_SALSA/49-74	1CIT:A	100	26	0	0	1	26	1	26	3.54e-15	64.3	26
51	A8CX06_CARAU/227-268	7WNH:A	100	42	0	0	1	42	1	42	2.57e-25	96.7	42
52	Q3LZI5_RAT/198-267	7WNH:A	100	70	0	0	1	70	1	70	1.0400000000000001e-47	156.0	70
53	NR4A2_HUMAN/261-330	7WNH:A	100	70	0	0	1	70	1	70	1.0400000000000001e-47	156.0	70
54	C9J8W4_HUMAN/198-267	7WNH:A	100	70	0	0	1	70	1	70	1.0400000000000001e-47	156.0	70
55	Q9R1W4_MOUSE/198-267	7WNH:A	100	70	0	0	1	70	1	70	1.0400000000000001e-47	156.0	70
56	Q3LZI9_RAT/261-330	7WNH:A	100	70	0	0	1	70	1	70	1.0400000000000001e-47	156.0	70
57	A2AQQ8_MOUSE/198-267	7WNH:A	100	70	0	0	1	70	1	70	1.0400000000000001e-47	156.0	70
58	Q3LZI6_RAT/261-330	7WNH:A	100	70	0	0	1	70	1	70	1.0400000000000001e-47	156.0	70
59	NR4A2_BOVIN/261-330	7WNH:A	100	70	0	0	1	70	1	70	1.0400000000000001e-47	156.0	70
